Orthogroup	Boltonia_decurrens_hap1_1.0_CDS	Arabidopsis_thaliana_GCF_000001735.4_CDS
OG0001087	g30994.t1	lcl|NC_003074.8_cds_NP_001189832.1_21430, lcl|NC_003074.8_cds_NP_187324.2_21428, lcl|NC_003074.8_cds_NP_001118594.1_21429, lcl|NC_003074.8_cds_NP_001030651.1_21434, lcl|NC_003074.8_cds_NP_001030650.1_21433, lcl|NC_003074.8_cds_NP_187326.1_21432
OG0001088	g23732.t1	lcl|NC_003074.8_cds_NP_187367.1_21504, lcl|NC_003074.8_cds_NP_001030654.1_21503, lcl|NC_003074.8_cds_NP_189127.1_24878, lcl|NC_003075.7_cds_NP_193053.1_31692, lcl|NC_003076.8_cds_NP_001078737.1_44575, lcl|NC_003076.8_cds_NP_199687.1_44576
OG0001090	g1392.t1, g30416.t1, g30415.t1, g30414.t2, g30414.t1	lcl|NC_003074.8_cds_NP_187470.1_21714, lcl|NC_003074.8_cds_NP_850541.1_21715
OG0001091	g8705.t1	lcl|NC_003076.8_cds_NP_001119148.1_37222, lcl|NC_003076.8_cds_NP_001154690.1_37221, lcl|NC_003076.8_cds_NP_001318451.1_37224, lcl|NC_003076.8_cds_NP_195759.1_37223, lcl|NC_003074.8_cds_NP_187503.1_21783, lcl|NC_003075.7_cds_NP_001078458.1_34891
OG0001094	g28133.t1, g3714.t1	lcl|NC_003074.8_cds_NP_001319516.1_22048, lcl|NC_003074.8_cds_NP_001327896.1_22047, lcl|NC_003076.8_cds_NP_850762.1_37734, lcl|NC_003076.8_cds_NP_001318477.1_37733, lcl|NC_003076.8_cds_NP_568133.1_37732
OG0001102	g23082.t1	lcl|NC_003076.8_cds_NP_001318522.1_38793, lcl|NC_003076.8_cds_NP_196557.1_38794, lcl|NC_003076.8_cds_NP_001330962.1_38792, lcl|NC_003075.7_cds_NP_193101.2_31790, lcl|NC_003074.8_cds_NP_188527.2_23799, lcl|NC_003074.8_cds_NP_188784.3_24285
OG0001110	g10755.t1	lcl|NC_003074.8_cds_NP_001327701.1_25023, lcl|NC_003074.8_cds_NP_001189974.1_25024, lcl|NC_003074.8_cds_NP_001189975.1_25026, lcl|NC_003074.8_cds_NP_001327703.1_25021, lcl|NC_003074.8_cds_NP_001327702.1_25022, lcl|NC_003074.8_cds_NP_189197.2_25025
OG0001138	g29279.t2, g29279.t1, g16017.t1, g29277.t1, g29259.t1, g29329.t1	lcl|NC_003075.7_cds_NP_001328999.1_30708
OG0001145	g31312.t2, g31312.t1	lcl|NC_003075.7_cds_NP_001190698.1_31269, lcl|NC_003075.7_cds_NP_567369.1_31267, lcl|NC_003075.7_cds_NP_849357.1_31268, lcl|NC_003075.7_cds_NP_001328452.1_31265, lcl|NC_003075.7_cds_NP_001328453.1_31266
OG0001147	g13772.t1, g11961.t1, g31225.t1	lcl|NC_003075.7_cds_NP_001328014.1_33881, lcl|NC_003075.7_cds_NP_194077.1_33880, lcl|NC_003075.7_cds_NP_001190701.1_31334, lcl|NC_003075.7_cds_NP_192877.1_31335
OG0001148	g3342.t1	lcl|NC_003076.8_cds_NP_001331204.1_46145, lcl|NC_003076.8_cds_NP_200545.1_46146, lcl|NC_003076.8_cds_NP_001190559.1_46147, lcl|NC_003076.8_cds_NP_001331203.1_46148
OG0001148	g14439.t1	lcl|NC_003075.7_cds_NP_192910.1_31396
OG0001151	g27276.t1	lcl|NC_003075.7_cds_NP_849369.1_31606, lcl|NC_003075.7_cds_NP_001154226.1_31605, lcl|NC_003075.7_cds_NP_567393.1_31604, lcl|NC_003075.7_cds_NP_001078378.1_31603, lcl|NC_003075.7_cds_NP_001328223.1_31602, lcl|NC_003075.7_cds_NP_001031621.1_31607
OG0001156	g9816.t1	lcl|NC_003075.7_cds_NP_193548.7_32827, lcl|NC_003075.7_cds_NP_001031661.2_32826, lcl|NC_003075.7_cds_NP_001190760.1_32828, lcl|NC_003075.7_cds_NP_001328767.1_32829, lcl|NC_003075.7_cds_NP_001328766.1_32830, lcl|NC_003075.7_cds_NP_001328768.1_32831
OG0001159	g14176.t1, g11593.t1	lcl|NC_003075.7_cds_NP_001078408.1_33020, lcl|NC_003075.7_cds_NP_849407.1_33019, lcl|NC_003075.7_cds_NP_567574.1_33018, lcl|NC_003076.8_cds_NP_568646.1_43933, lcl|NC_003076.8_cds_NP_001190473.1_43934
OG0001160	g19944.t1, g19945.t1, g31752.t1, g14174.t1	lcl|NC_003075.7_cds_NP_001329718.1_33023, lcl|NC_003075.7_cds_NP_849408.1_33022, lcl|NC_003075.7_cds_NP_567575.1_33021
OG0001168	g13907.t1, g168.t1, g33152.t1	lcl|NC_003075.7_cds_NP_001031708.1_34169, lcl|NC_003075.7_cds_NP_001329945.1_34166, lcl|NC_003075.7_cds_NP_567708.1_34167, lcl|NC_003075.7_cds_NP_001190828.1_34168
OG0001169	g33110.t1, g25372.t1, g29670.t1	lcl|NC_003076.8_cds_NP_001331718.1_44938, lcl|NC_003076.8_cds_NP_001331717.1_44937, lcl|NC_003076.8_cds_NP_199891.4_44936, lcl|NC_003075.7_cds_NP_194227.2_34200
OG0001172	g23243.t1, g14555.t1	lcl|NC_003076.8_cds_NP_195876.1_37441, lcl|NC_003076.8_cds_NP_001190208.1_37440, lcl|NC_003076.8_cds_NP_200275.1_45628, lcl|NC_003075.7_cds_NP_001190852.1_34640, lcl|NC_003075.7_cds_NP_194453.1_34639
OG0001175	g22263.t1	lcl|NC_003075.7_cds_NP_001078465.1_34984, lcl|NC_003075.7_cds_NP_194615.2_34983, lcl|NC_003075.7_cds_NP_001329055.1_34988, lcl|NC_003075.7_cds_NP_001329054.1_34987, lcl|NC_003075.7_cds_NP_001329056.1_34986, lcl|NC_003075.7_cds_NP_194617.2_34989
OG0001177	g23731.t1, g26725.t1, g21981.t1, g29348.t1	lcl|NC_003075.7_cds_NP_001329355.1_35383, lcl|NC_003075.7_cds_NP_194840.3_35382, lcl|NC_003075.7_cds_NP_194839.2_35381
OG0001182	g16679.t1, g16671.t1, g15358.t1, g16681.t1, g16781.t1, g16782.t1	lcl|NC_003075.7_cds_NP_567921.1_35896
OG0001183	g8528.t1, g15367.t1, g5381.t1, g35423.t1	lcl|NC_003075.7_cds_NP_001328324.1_36563, lcl|NC_003075.7_cds_NP_195404.6_36562, lcl|NC_003075.7_cds_NP_001328323.1_36564
OG0001189	g12942.t1	lcl|NC_003076.8_cds_NP_001331217.1_47348, lcl|NC_003076.8_cds_NP_001318514.1_38596, lcl|NC_003076.8_cds_NP_001331120.1_38597, lcl|NC_003076.8_cds_NP_196474.1_38598, lcl|NC_003076.8_cds_NP_001331216.1_47347, lcl|NC_003076.8_cds_NP_201173.1_47349
OG0001199	g17093.t1, g32764.t1, g17092.t1	lcl|NC_003076.8_cds_NP_974780.1_39586, lcl|NC_003076.8_cds_NP_196946.1_39583, lcl|NC_003076.8_cds_NP_850818.1_39584, lcl|NC_003076.8_cds_NP_974779.1_39585
OG0001204	g31204.t1, g11928.t1, g28008.t1	lcl|NC_003076.8_cds_NP_001190373.1_41214, lcl|NC_003076.8_cds_NP_568437.1_41213, lcl|NC_003076.8_cds_NP_199247.1_43708, lcl|NC_003076.8_cds_NP_568959.1_47164
OG0001205	g1744.t1, g24384.t1, g13125.t1	lcl|NC_003076.8_cds_NP_568602.3_43276, lcl|NC_003076.8_cds_NP_001190448.1_43273, lcl|NC_003076.8_cds_NP_851120.1_43275, lcl|NC_003076.8_cds_NP_001331306.1_43274
OG0001206	g13400.t1, g13399.t1, g13401.t1	lcl|NC_003076.8_cds_NP_199150.1_43498, lcl|NC_003076.8_cds_NP_199149.1_43497, lcl|NC_003076.8_cds_NP_199151.1_43499, lcl|NC_003076.8_cds_NP_001190462.1_43500
OG0001213	g18632.t1	lcl|NC_003076.8_cds_NP_001332079.1_45459, lcl|NC_003076.8_cds_NP_001332080.1_45454, lcl|NC_003076.8_cds_NP_200167.2_45457, lcl|NC_003076.8_cds_NP_001190532.1_45458, lcl|NC_003076.8_cds_NP_001332081.1_45455, lcl|NC_003076.8_cds_NP_001332078.1_45456
OG0001216	g12655.t1, g12653.t1, g12651.t1, g12649.t1, g12650.t1, g12652.t1	lcl|NC_003076.8_cds_NP_200647.1_46337
OG0001219	g26104.t1	lcl|NC_003076.8_cds_NP_568961.3_47177, lcl|NC_003076.8_cds_NP_001332400.1_47178, lcl|NC_003076.8_cds_NP_001332401.1_47179, lcl|NC_003076.8_cds_NP_851250.1_47176, lcl|NC_003076.8_cds_NP_001190599.1_47175, lcl|NC_003076.8_cds_NP_001190598.1_47174
OG0001326	g24288.t1, g1670.t1	lcl|NC_003070.9_cds_NP_001323100.1_145, lcl|NC_003070.9_cds_NP_001030930.1_146, lcl|NC_003070.9_cds_NP_001318903.1_144, lcl|NC_003070.9_cds_NP_171671.2_143
OG0001327	g24262.t1, g13182.t1	lcl|NC_003070.9_cds_NP_001320631.1_181, lcl|NC_003070.9_cds_NP_171684.2_182, lcl|NC_003075.7_cds_NP_191972.6_29858, lcl|NC_003075.7_cds_NP_001190645.1_29859
OG0001339	g27384.t1, g27384.t2, g23750.t1	lcl|NC_003070.9_cds_NP_001320432.1_752, lcl|NC_003070.9_cds_NP_171964.1_751, lcl|NC_003070.9_cds_NP_001320433.1_750
OG0001346	g12688.t1	lcl|NC_003070.9_cds_NP_172303.5_1530, lcl|NC_003070.9_cds_NP_001322767.1_1531, lcl|NC_003071.7_cds_NP_001325160.1_16161, lcl|NC_003071.7_cds_NP_001325161.1_16159, lcl|NC_003071.7_cds_NP_180280.2_16160
OG0001347	g28349.t1	lcl|NC_003071.7_cds_NP_565654.1_16246, lcl|NC_003071.7_cds_NP_850104.1_16247, lcl|NC_003070.9_cds_NP_563813.2_1553, lcl|NC_003076.8_cds_NP_001078612.1_40929, lcl|NC_003076.8_cds_NP_197636.1_40930
OG0001369	g3580.t1, g20583.t1	lcl|NC_003070.9_cds_NP_173173.3_3318, lcl|NC_003070.9_cds_NP_001185380.1_11020, lcl|NC_003070.9_cds_NP_001077811.1_11022, lcl|NC_003070.9_cds_NP_565040.2_11021
OG0001372	g7139.t1, g7139.t2, g9005.t1	lcl|NC_003070.9_cds_NP_001185026.1_3458, lcl|NC_003070.9_cds_NP_173247.1_3456, lcl|NC_003070.9_cds_NP_001031063.1_3457
OG0001373	g5362.t1, g5363.t1, g19021.t1, g5364.t1, g24816.t1	lcl|NC_003070.9_cds_NP_173267.1_3492
OG0001379	g35061.t1, g19400.t1	lcl|NC_003070.9_cds_NP_177675.1_11582, lcl|NC_003070.9_cds_NP_001320303.1_11583, lcl|NC_003070.9_cds_NP_001320304.1_11584, lcl|NC_003070.9_cds_NP_173401.1_3738
OG0001380	g19534.t1	lcl|NC_003070.9_cds_NP_174105.2_5073, lcl|NC_003070.9_cds_NP_001031099.1_5074, lcl|NC_003070.9_cds_NP_173405.2_3745, lcl|NC_003070.9_cds_NP_001320698.1_3746, lcl|NC_003070.9_cds_NP_001031098.1_5072
OG0001383	g10454.t1	lcl|NC_003076.8_cds_NP_196786.1_39239, lcl|NC_003070.9_cds_NP_001321446.1_11633, lcl|NC_003075.7_cds_NP_193821.1_33366, lcl|NC_003070.9_cds_NP_564101.1_3789, lcl|NC_003070.9_cds_NP_177706.1_11632
OG0001387	g7550.t1	lcl|NC_003071.7_cds_NP_001318203.1_13458, lcl|NC_003070.9_cds_NP_001322805.1_3918, lcl|NC_003070.9_cds_NP_173495.5_3917, lcl|NC_003070.9_cds_NP_173498.3_3923, lcl|NC_003071.7_cds_NP_973426.1_13459
OG0001390	g10299.t2, g7810.t1, g10298.t1, g10299.t1	lcl|NC_003070.9_cds_NP_173517.1_3965, lcl|NC_003070.9_cds_NP_177780.1_11765
OG0001394	g26314.t1	lcl|NC_003070.9_cds_NP_001320855.1_4077, lcl|NC_003070.9_cds_NP_173578.2_4076, lcl|NC_003070.9_cds_NP_001319394.1_11901, lcl|NC_003070.9_cds_NP_001321002.1_11902, lcl|NC_003076.8_cds_NP_201199.1_47394
OG0001399	g10897.t1	lcl|NC_003070.9_cds_NP_849700.1_4345, lcl|NC_003070.9_cds_NP_001077584.1_4344, lcl|NC_003070.9_cds_NP_001319066.1_4343, lcl|NC_003070.9_cds_NP_564189.1_4346, lcl|NC_003070.9_cds_NP_177250.1_10816
OG0001417	g5269.t1	lcl|NC_003075.7_cds_NP_194265.2_34270, lcl|NC_003070.9_cds_NP_001320956.1_6293, lcl|NC_003070.9_cds_NP_174768.2_6292, lcl|NC_003070.9_cds_NP_001321974.1_4863, lcl|NC_003070.9_cds_NP_173995.1_4862
OG0001425	g24565.t1	lcl|NC_003071.7_cds_NP_001324371.1_17611, lcl|NC_003071.7_cds_NP_001189675.1_17610, lcl|NC_003071.7_cds_NP_181013.1_17609, lcl|NC_003070.9_cds_NP_001031116.1_5489, lcl|NC_003070.9_cds_NP_174329.1_5488
OG0001426	g30.t1, g11125.t1	lcl|NC_003070.9_cds_NP_001323337.1_5502, lcl|NC_003070.9_cds_NP_849732.1_5501, lcl|NC_003070.9_cds_NP_849731.1_5500, lcl|NC_003070.9_cds_NP_174333.2_5499
OG0001427	g24541.t1, g19703.t1, g25754.t1	lcl|NC_003070.9_cds_NP_001185115.2_5508, lcl|NC_003070.9_cds_NP_174335.4_5507, lcl|NC_003070.9_cds_NP_001185116.1_5509
OG0001432	g13961.t1	lcl|NC_003070.9_cds_NP_174500.1_5820, lcl|NC_003070.9_cds_NP_001320444.1_5821, lcl|NC_003071.7_cds_NP_001318358.1_17754, lcl|NC_003071.7_cds_NP_850247.1_17753, lcl|NC_003071.7_cds_NP_565807.1_17755
OG0001436	g11563.t1	lcl|NC_003070.9_cds_NP_001322672.1_6082, lcl|NC_003076.8_cds_NP_197371.2_40350, lcl|NC_003070.9_cds_NP_001154391.1_6081, lcl|NC_003070.9_cds_NP_174656.1_6080, lcl|NC_003076.8_cds_NP_001330599.1_40351
OG0001441	g11748.t1	lcl|NC_003070.9_cds_NP_001322227.1_6398, lcl|NC_003075.7_cds_NP_001328058.1_35722, lcl|NC_003075.7_cds_NP_974666.1_35720, lcl|NC_003075.7_cds_NP_194992.1_35719, lcl|NC_003075.7_cds_NP_001031774.1_35721
OG0001445	g26357.t1, g19432.t1	lcl|NC_003070.9_cds_NP_175088.1_6599, lcl|NC_003070.9_cds_NP_973969.1_6601, lcl|NC_003070.9_cds_NP_973970.1_6602, lcl|NC_003070.9_cds_NP_001321683.1_6600
OG0001446	g33468.t1, g951.t1, g19586.t1, g25706.t1	lcl|NC_003076.8_cds_NP_568620.1_43441, lcl|NC_003070.9_cds_NP_564497.1_6735
OG0001448	g11387.t1	lcl|NC_003076.8_cds_NP_199773.1_44731, lcl|NC_003076.8_cds_NP_001190502.1_44732, lcl|NC_003075.7_cds_NP_195574.1_36885, lcl|NC_003074.8_cds_NP_186802.1_20378, lcl|NC_003070.9_cds_NP_564519.1_6854
OG0001454	g22816.t1, g2729.t1, g22088.t1	lcl|NC_003070.9_cds_NP_175355.1_7112, lcl|NC_003070.9_cds_NP_001031161.1_7113, lcl|NC_003074.8_cds_NP_188512.1_23765
OG0001458	g24970.t1	lcl|NC_003070.9_cds_NP_001321848.1_7306, lcl|NC_003070.9_cds_NP_001321847.1_7307, lcl|NC_003070.9_cds_NP_564569.1_7303, lcl|NC_003070.9_cds_NP_001117462.1_7304, lcl|NC_003070.9_cds_NP_849790.1_7305
OG0001461	g25094.t1	lcl|NC_003074.8_cds_NP_001326929.1_24257, lcl|NC_003074.8_cds_NP_566682.1_24258, lcl|NC_003074.8_cds_NP_001326930.1_24259, lcl|NC_003070.9_cds_NP_001077699.1_7522, lcl|NC_003070.9_cds_NP_175588.2_7521
OG0001466	g23157.t1, g2977.t1	lcl|NC_003070.9_cds_NP_001319212.1_7779, lcl|NC_003070.9_cds_NP_001185209.1_7778, lcl|NC_003070.9_cds_NP_175724.2_7780, lcl|NC_003074.8_cds_NP_188140.1_23059
OG0001474	g20847.t1, g14373.t1, g14374.t1	lcl|NC_003070.9_cds_NP_001117503.1_8397, lcl|NC_003074.8_cds_NP_187884.1_22540, lcl|NC_003070.9_cds_NP_176015.1_8396
OG0001485	g22483.t1	lcl|NC_003070.9_cds_NP_001031215.1_8948, lcl|NC_003070.9_cds_NP_849835.1_8947, lcl|NC_003070.9_cds_NP_176297.1_8946, lcl|NC_003070.9_cds_NP_001321253.1_8945, lcl|NC_003070.9_cds_NP_001319278.1_8944
OG0001498	g25837.t1	lcl|NC_003070.9_cds_NP_176802.1_9943, lcl|NC_003070.9_cds_NP_849848.1_9941, lcl|NC_003070.9_cds_NP_176801.1_9942, lcl|NC_003074.8_cds_NP_187537.1_21859, lcl|NC_003076.8_cds_NP_198203.1_42012
OG0001505	g11229.t1, g160.t1	lcl|NC_003070.9_cds_NP_001031262.1_10741, lcl|NC_003070.9_cds_NP_001031263.1_10742, lcl|NC_003070.9_cds_NP_974122.1_10740, lcl|NC_003070.9_cds_NP_177215.1_10739
OG0001507	g25064.t1, g27385.t1, g20510.t1	lcl|NC_003076.8_cds_NP_199329.1_43867, lcl|NC_003070.9_cds_NP_001321991.1_11145, lcl|NC_003070.9_cds_NP_177439.2_11144
OG0001511	g24500.t1	lcl|NC_003070.9_cds_NP_001321898.1_12332, lcl|NC_003070.9_cds_NP_001321899.1_12329, lcl|NC_003070.9_cds_NP_178080.2_12328, lcl|NC_003070.9_cds_NP_001321901.1_12331, lcl|NC_003070.9_cds_NP_001321900.1_12330
OG0001530	g5960.t1, g17852.t1	lcl|NC_003076.8_cds_NP_001332624.1_42669, lcl|NC_003076.8_cds_NP_568557.1_42671, lcl|NC_003076.8_cds_NP_001318697.1_42670, lcl|NC_003071.7_cds_NP_565347.1_13705
OG0001536	g5770.t1	lcl|NC_003071.7_cds_NP_001189542.1_14367, lcl|NC_003071.7_cds_NP_179344.1_14366, lcl|NC_003071.7_cds_NP_001077907.1_14368, lcl|NC_003075.7_cds_NP_974689.1_36312, lcl|NC_003075.7_cds_NP_195275.1_36313
OG0001542	g23796.t2, g23796.t1, g23796.t3	lcl|NC_003071.7_cds_NP_179637.2_14858, lcl|NC_003071.7_cds_NP_001318254.1_14857, lcl|NC_003071.7_cds_NP_001325157.1_14859
OG0001545	g4635.t1, g10237.t1	lcl|NC_003071.7_cds_NP_001031390.1_15119, lcl|NC_003071.7_cds_NP_179752.1_15118, lcl|NC_003075.7_cds_NP_001119144.1_36984, lcl|NC_003075.7_cds_NP_195631.1_36983
OG0001556	g301.t1, g14310.t1, g31641.t1	lcl|NC_003071.7_cds_NP_180178.1_15956, lcl|NC_003075.7_cds_NP_195027.1_35804, lcl|NC_003075.7_cds_NP_001119106.1_35805
OG0001557	g24607.t1	lcl|NC_003071.7_cds_NP_001318295.1_16135, lcl|NC_003071.7_cds_NP_850092.1_16134, lcl|NC_003071.7_cds_NP_850095.2_16131, lcl|NC_003071.7_cds_NP_850094.1_16132, lcl|NC_003071.7_cds_NP_001031427.1_16133
OG0001566	g30725.t1, g28376.t1, g23330.t1	lcl|NC_003071.7_cds_NP_180430.2_16444, lcl|NC_003071.7_cds_NP_001323773.1_16442, lcl|NC_003071.7_cds_NP_001323772.1_16443
OG0001577	g18832.t1	lcl|NC_003071.7_cds_NP_973608.1_17798, lcl|NC_003071.7_cds_NP_001323450.1_17797, lcl|NC_003075.7_cds_NP_193393.4_32474, lcl|NC_003071.7_cds_NP_565817.2_17795, lcl|NC_003071.7_cds_NP_973607.1_17796
OG0001580	g18634.t1, g34091.t1, g34092.t1, g34093.t1	lcl|NC_003074.8_cds_NP_190826.1_27636, lcl|NC_003071.7_cds_NP_181158.1_17875
OG0001584	g29154.t1	lcl|NC_003071.7_cds_NP_181352.1_18253, lcl|NC_003074.8_cds_NP_190754.2_27487, lcl|NC_003074.8_cds_NP_001327590.1_27488, lcl|NC_003071.7_cds_NP_973630.1_18254, lcl|NC_003071.7_cds_NP_850292.2_18255
OG0001587	g27474.t1, g27475.t1, g28767.t1	lcl|NC_003074.8_cds_NP_191030.3_28030, lcl|NC_003074.8_cds_NP_001319749.1_28029, lcl|NC_003071.7_cds_NP_181428.1_18417
OG0001590	g23315.t1, g9938.t1, g4428.t1	lcl|NC_003071.7_cds_NP_181480.1_18515, lcl|NC_003071.7_cds_NP_001324134.1_18516, lcl|NC_003074.8_cds_NP_191092.1_28167
OG0001596	g1923.t1, g1924.t1, g33473.t1, g1922.t1, g1917.t1	lcl|NC_003071.7_cds_NP_181679.4_18941
OG0001599	g26904.t1, g22731.t1, g3814.t1, g1893.t1, g10559.t1	lcl|NC_003071.7_cds_NP_181819.1_19216
OG0001600	g30324.t1, g12978.t1	lcl|NC_003074.8_cds_NP_567083.1_28923, lcl|NC_003074.8_cds_NP_850721.1_28924, lcl|NC_003071.7_cds_NP_181853.3_19286, lcl|NC_003071.7_cds_NP_001118506.1_19285
OG0001605	g29990.t1, g24068.t1	lcl|NC_003074.8_cds_NP_567094.1_29091, lcl|NC_003071.7_cds_NP_850420.1_19555, lcl|NC_003071.7_cds_NP_850419.1_19553, lcl|NC_003071.7_cds_NP_850418.1_19554
OG0001609	g22421.t1	lcl|NC_003071.7_cds_NP_001031548.1_19927, lcl|NC_003071.7_cds_NP_182176.2_19926, lcl|NC_003071.7_cds_NP_973701.1_19928, lcl|NC_003074.8_cds_NP_567119.1_29413, lcl|NC_003074.8_cds_NP_001327870.1_29414
OG0001613	g27779.t1, g20016.t1, g33211.t1	lcl|NC_003074.8_cds_NP_191786.1_29497, lcl|NC_003071.7_cds_NP_850469.1_20064, lcl|NC_003071.7_cds_NP_001078071.1_20065
OG0001615	g25918.t1, g33431.t1, g19784.t1, g29141.t1	lcl|NC_003074.8_cds_NP_191846.1_29597, lcl|NC_003071.7_cds_NP_182283.1_20136
OG0001617	g28972.t1	lcl|NC_003071.7_cds_NP_001031557.1_20164, lcl|NC_003071.7_cds_NP_001324356.1_20161, lcl|NC_003071.7_cds_NP_001031556.1_20162, lcl|NC_003071.7_cds_NP_182297.1_20163, lcl|NC_003071.7_cds_NP_001318442.1_20160
OG0001624	g35172.t1, g19954.t1	lcl|NC_003074.8_cds_NP_186905.1_20589, lcl|NC_003074.8_cds_NP_850504.1_20590, lcl|NC_003074.8_cds_NP_001319452.1_20588, lcl|NC_003076.8_cds_NP_197117.1_39897
OG0001638	g14242.t1, g31724.t1	lcl|NC_003074.8_cds_NP_187288.2_21346, lcl|NC_003074.8_cds_NP_001327379.1_21344, lcl|NC_003074.8_cds_NP_001327377.1_21345, lcl|NC_003074.8_cds_NP_001327378.1_21347
OG0001646	g23643.t1	lcl|NC_003074.8_cds_NP_001078148.1_22811, lcl|NC_003074.8_cds_NP_566469.1_22810, lcl|NC_003074.8_cds_NP_001189885.1_22809, lcl|NC_003074.8_cds_NP_001327653.1_22807, lcl|NC_003074.8_cds_NP_001319547.1_22808
OG0001654	g2288.t1, g15226.t1, g22864.t1, g14896.t1, g22227.t1	lcl|NC_003074.8_cds_NP_188686.2_24116
OG0001663	g30289.t2, g30289.t1, g30291.t1, g30293.t1	lcl|NC_003074.8_cds_NP_189021.2_24693, lcl|NC_003075.7_cds_NP_193143.2_31873
OG0001668	g32690.t1	lcl|NC_003074.8_cds_NP_189309.2_25245, lcl|NC_003074.8_cds_NP_001030774.1_25246, lcl|NC_003074.8_cds_NP_001327171.1_25247, lcl|NC_003074.8_cds_NP_001327170.1_25248, lcl|NC_003074.8_cds_NP_001030776.2_25244
OG0001670	g27561.t1, g17107.t1	lcl|NC_003074.8_cds_NP_189374.1_25377, lcl|NC_003074.8_cds_NP_001118718.1_25378, lcl|NC_003076.8_cds_NP_001332094.1_43015, lcl|NC_003076.8_cds_NP_198881.1_43014
OG0001679	g18307.t1, g9907.t1	lcl|NC_003074.8_cds_NP_001325532.1_26549, lcl|NC_003074.8_cds_NP_001325533.1_26550, lcl|NC_003074.8_cds_NP_566884.1_26548, lcl|NC_003076.8_cds_NP_568902.3_46497
OG0001691	g4391.t1, g4391.t2	lcl|NC_003076.8_cds_NP_198191.2_41997, lcl|NC_003074.8_cds_NP_001327786.1_27648, lcl|NC_003074.8_cds_NP_001030849.1_27650, lcl|NC_003074.8_cds_NP_190834.1_27649
OG0001692	g30709.t1	lcl|NC_003074.8_cds_NP_974425.1_27821, lcl|NC_003074.8_cds_NP_001327608.1_27820, lcl|NC_003074.8_cds_NP_001030853.1_27819, lcl|NC_003074.8_cds_NP_190925.1_27817, lcl|NC_003074.8_cds_NP_850695.2_27818
OG0001699	g18882.t1	lcl|NC_003074.8_cds_NP_001327764.1_28709, lcl|NC_003074.8_cds_NP_001327762.1_28710, lcl|NC_003074.8_cds_NP_001327763.1_28708, lcl|NC_003074.8_cds_NP_191375.1_28707, lcl|NC_003074.8_cds_NP_001319790.1_28706
OG0001702	g7573.t1, g11477.t1	lcl|NC_003074.8_cds_NP_001327362.1_29123, lcl|NC_003074.8_cds_NP_001190141.1_29122, lcl|NC_003074.8_cds_NP_191592.5_29121, lcl|NC_003074.8_cds_NP_001327363.1_29124
OG0001711	g28991.t1	lcl|NC_003076.8_cds_NP_196477.1_38604, lcl|NC_003076.8_cds_NP_001190265.1_38603, lcl|NC_003075.7_cds_NP_567232.3_30216, lcl|NC_003076.8_cds_NP_001331282.1_38605, lcl|NC_003076.8_cds_NP_198514.1_42402
OG0001712	g23899.t1, g27606.t1	lcl|NC_003075.7_cds_NP_001328398.1_30330, lcl|NC_003075.7_cds_NP_001328396.1_30329, lcl|NC_003075.7_cds_NP_192199.1_30328, lcl|NC_003075.7_cds_NP_001328397.1_30331
OG0001717	g10796.t1, g2162.t1, g32563.t1, g18767.t1, g11979.t1	lcl|NC_003075.7_cds_NP_192419.1_30669
OG0001726	g3475.t1	lcl|NC_003075.7_cds_NP_001329372.1_31923, lcl|NC_003075.7_cds_NP_193165.7_31924, lcl|NC_003075.7_cds_NP_001329373.1_31925, lcl|NC_003075.7_cds_NP_001329371.1_31926, lcl|NC_003075.7_cds_NP_001329374.1_31927
OG0001735	g29379.t1	lcl|NC_003075.7_cds_NP_001190783.1_33385, lcl|NC_003075.7_cds_NP_001031683.1_33386, lcl|NC_003075.7_cds_NP_001031684.1_33387, lcl|NC_003075.7_cds_NP_193830.1_33384, lcl|NC_003076.8_cds_NP_199245.1_43706
OG0001738	g13931.t1, g20756.t1, g13862.t1, g13946.t1, g13934.t1	lcl|NC_003075.7_cds_NP_567691.1_33965
OG0001739	g31323.t1	lcl|NC_003075.7_cds_NP_194132.3_33977, lcl|NC_003075.7_cds_NP_001329694.1_33974, lcl|NC_003075.7_cds_NP_194130.3_33973, lcl|NC_003075.7_cds_NP_567692.2_33975, lcl|NC_003075.7_cds_NP_001328486.1_33976
OG0001745	g20704.t1	lcl|NC_003075.7_cds_NP_194386.1_34520, lcl|NC_003076.8_cds_NP_200410.1_45891, lcl|NC_003076.8_cds_NP_001332655.1_45890, lcl|NC_003075.7_cds_NP_001320073.1_34522, lcl|NC_003075.7_cds_NP_194387.1_34521
OG0001746	g952.t1	lcl|NC_003076.8_cds_NP_200318.1_45695, lcl|NC_003076.8_cds_NP_001330709.1_45694, lcl|NC_003075.7_cds_NP_849453.1_34589, lcl|NC_003075.7_cds_NP_849452.1_34587, lcl|NC_003075.7_cds_NP_567761.1_34588
OG0001750	g23547.t1, g3291.t1, g21341.t1, g23546.t1, g24382.t1	lcl|NC_003075.7_cds_NP_194537.7_34822
OG0001755	g15186.t1, g15185.t1, g15185.t2, g2554.t1	lcl|NC_003075.7_cds_NP_001190906.1_35933, lcl|NC_003075.7_cds_NP_567931.1_35934
