label,index,Date.1,numFlwrB.1,numRayF.1,numDiscF.1,Date.2,numFlwrB.2,numRayF.2,numDiscF.2,Date.3,numFlwrB.3,numRayF.3,numDiscF.3,Date.4,numFlwrB.4,numRayF.4,numDiscF.4,Date.5,numFlwrB.5,numRayF.5,numDiscF.5,Date.6,numFlwrB.6,numRayF.6,numDiscF.6,Date.7,numFlwrB.7,numRayF.7,numDiscF.7,Date.8,numFlwrB.8,numRayF.8,numDiscF.8,Date.9,numFlwrB.9,numRayF.9,numDiscF.9,Date.10,numFlwrB.10,numRayF.10,numDiscF.10,Date.11,numFlwrB.11,numRayF.11,numDiscF.11,Date.12,numFlwrB.12,numRayF.12,numDiscF.12,Date.13,numFlwrB.13,numRayF.13,numDiscF.13,Date.14,numFlwrB.14,numRayF.14,numDiscF.14,Date.15,numFlwrB.15,numRayF.15,numDiscF.15,Date.16,numFlwrB.16,numRayF.16,numDiscF.16,Date.17,numFlwrB.17,numRayF.17,numDiscF.17,Date.18,numFlwrB.18,numRayF.18,numDiscF.18,Date.19,numFlwrB.19,numRayF.19,numDiscF.19,Date.20,numFlwrB.20,numRayF.20,numDiscF.20,numDeadF.20,Date.21,numFlwrB.21,numRayF.21,numDiscF.21,numDeadF.21,Date.22,numFlwrB.22,numRayF.22,numDiscF.22,numDeadF.22,Date.23,numFlwrB.23,numRayF.23,numDiscF.23,numDeadF.23,Date.24,numFlwrB.24,numRayF.24,numDiscF.24,numDeadF.24,Date.25,numFlwrB.25,numRayF.25,numDiscF.25,numDeadF.25,Date.26,numFlwrB.26,numRayF.26,numDiscF.26,numDeadF.26,Date.27,numFlwrB.27,numRayF.27,numDiscF.27,numDeadF.27,Date.28,numFlwrB.28,numRayF.28,numDiscF.28,numDeadF.28,Date.29,numRayF.29,numDiscF.29,numDeadF.29,Date.30,numRayF.30,numDiscF.30,numDeadF.30,Date.31,Surv.31,numRayF.31,numDiscF.31,numDeadF.31,notes.31,Date.32,Surv.32,numRayF.32,numDiscF.32,numDeadF.32,Date.33,Surv.33,numRayF.33,numDiscF.33,numDeadF.33,notes.33,Date.34,Surv.34,numRayF.34,numDiscF.34,numDeadF.34,Date.35,Surv.35,numRayF.35,numDiscF.35,numDeadF.35,notes.35,Date.36,Surv.36,numRayF.36,numDiscF.36,numDeadF.36,Date.37,Surv.37,numRayF.37,numDiscF.37,numDeadF.37,notes.37
3-4-2,340,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
10-6-4,341,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
11-5-2,342,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
3-5-12,343,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,0,0,0,5/22/2024,0,0,0,5/24/2024,0,0,0,5/27/24,0,0,0,5/29/24,0,0,0,5/31/24,0,0,0,6/3/24,0,0,0,6/5/24,0,0,0,6/7/24,0,0,0,6/10/24,0,0,0,6/12/24,0,0,0,6/14/24,0,0,0,6/17/24,0,0,0,6/19/24,0,0,0,6/21/24,0,0,0,6/24/24,0,0,0,0,6/26/24,0,0,0,0,6/28/24,0,0,0,0,7/1/24,0,0,0,0,7/3/24,0,0,0,0,7/8/24,0,0,0,0,7/11/24,0,0,0,0,7/15/24,0,0,0,0,7/18/24,0,0,0,0,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,0,0,0,,8/7/24,Y,0,0,0,8/14/24,Y,0,0,0,,8/22/24,Y,0,0,0,8/29/24,Y,24,10,0,,9/4/24,Y,18,46,0,9/12/24,Y,7,80,0,
9-2-12,344,5/10/2024,N/A,N/A,N/A,5/13/2024,0,0,0,5/15/2024,0,0,0,5/17/2024,0,0,0,5/20/2024,0,0,0,5/22/2024,3,0,0,5/24/2024,4,0,0,5/27/24,6,0,0,5/29/24,5,0,0,5/31/24,4,0,0,6/3/24,5,1,0,6/5/24,3,4,0,6/7/24,3,3,1,6/10/24,7,0,0,6/12/24,9,0,0,6/14/24,4,3,3,6/17/24,9,4,3,6/19/24,7,1,3,6/21/24,3,2,7,6/24/24,4,2,5,4,6/26/24,8,3,6,4,6/28/24,9,1,7,3,7/1/24,10,0,9,3,7/3/24,8,1,7,5,7/8/24,6,3,8,4,7/11/24,7,3,9,8,7/15/24,6,1,8,11,7/18/24,2,3,7,8,7/22/24,3,7,13,7/25/24,2,10,11,7/31/24,Y,0,5,15,,8/7/24,Y,4,8,14,8/14/24,Y,7,11,15,,8/22/24,Y,15,21,18,8/29/24,Y,23,26,21,,9/4/24,Y,8,70,24,9/12/24,Y,4,49,38,
11-1-8,345,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,0,0,0,5/22/2024,0,0,0,5/24/2024,0,0,0,5/27/24,0,0,0,5/29/24,0,0,0,5/31/24,0,0,0,6/3/24,0,0,0,6/5/24,0,0,0,6/7/24,0,0,0,6/10/24,0,0,0,6/12/24,0,0,0,6/14/24,0,0,0,6/17/24,0,0,0,6/19/24,0,0,0,6/21/24,0,0,0,6/24/24,0,0,0,0,6/26/24,0,0,0,0,6/28/24,0,0,0,0,7/1/24,0,0,0,0,7/3/24,0,0,0,0,7/8/24,0,0,0,0,7/11/24,0,0,0,0,7/15/24,0,0,0,0,7/18/24,0,0,0,0,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,0,0,0,,8/7/24,Y,0,0,0,8/14/24,Y,0,0,0,,8/22/24,Y,7,2,0,8/29/24,Y,27,17,0,,9/4/24,Y,9,51,0,9/12/24,Y,12,76,0,
2-5-8,346,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
3-4-1,347,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
1-6-1,348,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
8-6-5,349,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,NA,NA,NA,NA,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,N,N/A,N/A,N/A,,8/7/24,N,N/A,N/A,N/A,8/14/24,N,N/A,N/A,N/A,,8/22/24,N,N/A,N/A,N/A,8/29/24,N,N/A,N/A,N/A,,9/4/24,N,N/A,N/A,N/A,9/12/24,N,N/A,N/A,N/A,
7-3-7,350,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,0,0,0,5/22/2024,0,0,0,5/24/2024,0,0,0,5/27/24,0,0,0,5/29/24,0,0,0,5/31/24,0,0,0,6/3/24,0,0,0,6/5/24,0,0,0,6/7/24,0,0,0,6/10/24,0,0,0,6/12/24,0,0,0,6/14/24,0,0,0,6/17/24,0,0,0,6/19/24,0,0,0,6/21/24,0,0,0,6/24/24,0,0,0,0,6/26/24,0,0,0,0,6/28/24,0,0,0,0,7/1/24,0,0,0,0,7/3/24,0,0,0,0,7/8/24,0,0,0,0,7/11/24,0,0,0,0,7/15/24,1,0,0,0,7/18/24,1,0,0,0,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,1,0,0,,8/7/24,Y,5,3,0,8/14/24,Y,2,5,0,,8/22/24,Y,8,15,0,8/29/24,Y,27,20,1,,9/4/24,Y,11,55,1,9/12/24,Y,4,19,60,
3-5-11,351,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,0,0,0,0,6/28/24,0,0,0,0,7/1/24,0,0,0,0,7/3/24,0,0,0,0,7/8/24,0,0,0,0,7/11/24,0,0,0,0,7/15/24,0,0,0,0,7/18/24,0,0,0,0,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,0,0,0,,8/7/24,Y,0,0,0,8/14/24,Y,0,0,0,,8/22/24,Y,0,0,0,8/29/24,Y,4,1,0,,9/4/24,Y,8,14,0,9/12/24,Y,15,30,7,
6-3-3,352,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
2-5-7,353,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
9-4-10,354,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
1-4-7,355,5/10/2024,N/A,N/A,N/A,5/13/2024,0,0,0,5/15/2024,0,0,0,5/17/2024,7,0,0,5/20/2024,11,0,0,5/22/2024,11,0,0,5/24/2024,16,1,0,5/27/24,15,2,0,5/29/24,12,7,0,5/31/24,11,3,1,6/3/24,13,2,3,6/5/24,14,4,4,6/7/24,13,3,5,6/10/24,6,8,8,6/12/24,0,0,0,6/14/24,4,5,12,6/17/24,8,5,15,6/19/24,7,3,17,6/21/24,7,2,17,6/24/24,17,0,13,5,6/26/24,21,0,15,6,6/28/24,21,0,13,6,7/1/24,19,3,8,11,7/3/24,17,6,5,15,7/8/24,11,9,6,19,7/11/24,18,11,10,15,7/15/24,23,4,17,19,7/18/24,18,10,19,18,7/22/24,8,23,19,7/25/24,8,26,16,7/31/24,Y,6,14,35,,8/7/24,Y,3,22,31,8/14/24,Y,15,14,40,,8/22/24,Y,10,36,48,8/29/24,Y,14,27,69,,9/4/24,Y,4,75,62,9/12/24,Y,3,20,103,
9-3-3,356,5/10/2024,N/A,N/A,N/A,5/13/2024,0,0,0,5/15/2024,0,0,0,5/17/2024,1,0,0,5/20/2024,4,0,0,5/22/2024,7,0,0,5/24/2024,11,0,0,5/27/24,10,0,0,5/29/24,8,1,0,5/31/24,7,1,0,6/3/24,6,3,1,6/5/24,6,4,1,6/7/24,6,1,4,6/10/24,8,0,5,6/12/24,6,5,5,6/14/24,6,2,7,6/17/24,5,2,8,6/19/24,5,3,10,6/21/24,4,3,11,6/24/24,6,1,8,4,6/26/24,8,3,12,0,6/28/24,5,3,13,0,7/1/24,10,1,13,2,7/3/24,11,0,9,7,7/8/24,10,2,9,7,7/11/24,14,3,8,8,7/15/24,9,3,8,14,7/18/24,16,2,5,10,7/22/24,6,5,15,7/25/24,3,11,16,7/31/24,Y,5,8,19,,8/7/24,Y,1,18,19,8/14/24,Y,2,11,26,,8/22/24,Y,15,20,21,8/29/24,Y,36,41,42,,9/4/24,Y,11,89,40,9/12/24,Y,5,7,139,
2-6-1,357,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
10-4-6,358,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,,8/22/24,Y,N/A,N/A,N/A,8/29/24,Y,N/A,N/A,N/A,,9/4/24,Y,N/A,N/A,N/A,9/12/24,Y,N/A,N/A,N/A,
