label,index,Date.1,Surv.1,numStem.1,numRos.1,stemLength.1,numLvs.1,# latBuds.1,leafLong.1,leafWide.1,numFlwrBud.1,flwrBud.1,Date.2,Surv.2,numStem.2,numRos.2,stemLength.2,numLvs.2,leafLong.2,leafWide.2,flwrBud.2,notes.2,Date.3,numStem.3,numRos.3,stemLength.3,numLvs.3,leafLong.3,leafWide.3,numFlwrB.3,numRayF.3,numDiscF.3,firstFlwr.3,Date.4,Surv.4,numStem.4,numRos.4,numLSt.4,stemLength.4,numFlwrB.4,numRayF.4,numDiscF.4,firstFlwr.4,notes.4,Date.5,Surv.5,numStem.5,numRos.5,numLSt.5,stemLength.5,numFlwrB.5,numRayF.5,numDiscF.5,firstFlwr.5,notes.5,Date.6,Surv.6,numStem.6,numRos.6,numLSt.6,stemLength.6,numFlwrB.6,numRayF.6,numDiscF.6,notes.6,Date.7,Surv.7,numStem.7,numRos.7,numLSt.7,stemLength.7,numFlwrB.7,numRayF.7,numDiscF.7,notes.7,Date.8 ,Surv.8,numStem.8,numRos.8,numLSt.8,stemLength.8,numFlwrB.8,numRayF.8,numDiscF.8,notes.8,Date.9,Surv.9,numStem.9,numRos.9,numLSt.9,stemLength.9,numFlwrB.9,numRayF.9,numDiscF.9,numDeadF.9,notes.9,Date.10,Surv.10,numStem.10,numRos.10,numLSt.10,stemLength.10,numFlwrB.10,numRayF.10,numDiscF.10,numDeadF.10,notes.10,Date.11,Surv.11,numStem.11,numRos.11,numLSt.11,stemLength.11,numFlwrB.11,numRayF.11,numDiscF.11,numDeadF.11,notes.11,Date.12,Surv.12,numStem.12,numRos.12,numLSt.12,stemLength.12,numFlwrB.12,numRayF.12,numDiscF.12,numDeadF.12,notes.12,Date.13,Surv.13,numStem.13,numRos.13,numLSt.13,stemLength.13,numRayF.13,numDiscF.13,numDeadF.13,notes.13,Date.14,Surv.14,numStem.14,numRos.14,stemLength.14,numRayF.14,numDiscF.14,numDeadF.14,notes.14
6-1-5,243,5/1/2024,Y,1,5,11.8,51,8,10.8,1.7,1,Y,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,3,2,18.2,82,17.6,1.9,1,2,1,,5/22/2024,Y,4,1,7,17.8,0,2,3,,,5/29/2024,Y,4,1,8,18,7,0,5,,,6/5/24,Y,3,0,7,18.3,8,0,5,All discs are senesced,6/12/24,Y,3,0,6,18.9,3,2,1,,6/19/24,Y,3,0,7,,10,2,7,,6/26/24,Y,3,1,7,18,7,0,0,10,Primary stem not the tallest,7/3/24,Y,3,1,6,17.1,14,0,0,9,,7/11/24,Y,3,1,6,17.6,8,3,0,10,,7/18/24,Y,3,1,6,17,9,3,3,10,,7/25/24,Y,3,1,7,17.1,3,6,9,,8/7/24,Y,3,1,18,5,15,10,
8-5-1,244,5/1/2024,Y,0,1,NA,11,0,8.7,1.7,NA,NA,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,0,1,NA,17,15.7,1.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,4,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,4,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,4,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,4,N/A,N/A,N/A,N/A,
10-5-2,245,5/1/2024,Y,0,1,NA,9,0,6.7,1.2,NA,NA,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,0,1,NA,14,10.3,1.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
3-2-2,246,5/1/2024,Y,1,0,0.5,10,4,12.2,1.1,0,N,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,1,2,2.0,25,21.5,2.1,0,0,0,,5/22/2024,Y,1,2,0,3.9,0,0,0,,,5/29/2024,Y,1,2,0,NA,0,0,0,,Primary rosette is not a stem,6/5/24,Y,1,2,0,19.3,0,0,0,,6/12/24,Y,1,1,0,33.4,0,0,0,,6/19/24,Y,1,2,0,41.4,0,0,0,,6/26/24,Y,1,2,0,47.8,0,0,0,0,,7/3/24,Y,1,2,0,58,0,0,0,0,,7/11/24,Y,1,2,0,68.5,0,0,0,0,,7/18/24,Y,1,2,4,85.1,0,0,0,0,,7/25/24,Y,1,2,4,100.8,0,0,0,,8/7/24,Y,1,2,111.8,1,0,0,
3-2-12,247,5/1/2024,Y,0,1,NA,10,0,8.2,1.1,NA,NA,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,0,1,NA,12,16.0,2.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
8-4-1,248,5/1/2024,Y,0,1,NA,7,0,5.6,1.7,NA,NA,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,0,1,NA,11,15.3,1.7,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
10-3-1,249,5/1/2024,Y,0,1,NA,10,0,10.0,1.5,NA,NA,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,0,1,NA,13,20.9,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,1,0,0,1.4,0,0,0,0,Twisted stem ,7/3/24,Y,1,1,0,DNR,0,0,0,0,Corkscrew stem ,7/11/24,Y,1,0,0,3.3,0,0,0,0,,7/18/24,Y,1,1,0,14.5,0,0,0,0,,7/25/24,Y,1,1,4,40.1,0,0,0,,8/7/24,Y,1,1,52.8,1,1,0,
8-5-7,250,5/1/2024,Y,1,0,4.4,24,5,12.0,1.9,0,N,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,2,3,20.9,49,13.5,1.6,1,0,0,,5/22/2024,Y,2,0,3,37.2,2,1,0,,,5/29/2024,Y,2,0,5,42.2,4,1,1,,,6/5/24,Y,2,0,4,42.6,3,1,2,,6/12/24,Y,2,0,2,42.2,3,2,3,,6/19/24,Y,2,0,4,54.5,3,3,4,,6/26/24,Y,2,0,7,42.6,5,1,3,4,Primary stem not the tallest,7/3/24,Y,2,1,8,42.6,6,1,5,3,,7/11/24,Y,4,0,7,42.6,3,1,5,3,,7/18/24,Y,2,1,8,42.4,9,0,4,7,,7/25/24,Y,2,1,7,42.6,3,3,8,,8/7/24,Y,2,1,42.6,2,6,9,
12-5-3,251,5/1/2024,Y,0,1,NA,12,0,10.7,1.5,NA,NA,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,0,3,NA,19,17.6,1.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,1,0,0,1.2,0,0,0,0,,7/18/24,Y,1,1,0,3.2,0,0,0,0,Corkscrew stem ,7/25/24,Y,1,0,0,9.8,0,0,0,,8/7/24,Y,1,1,36.4,0,0,0,
6-6-4,252,5/1/2024,Y,0,1,NA,10,0,9.2,2.0,NA,NA,5/8/2024,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,A whole datasheet was left blank.,5/15/2024,0,1,NA,15,14.8,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,4,N/A,N/A,N/A,N/A,
2-6-11,253,5/1/2024,Y,0,1,NA,10,4,12.9,1.1,NA,NA,5/8/2024,Y,0,2,NA,16,20.7,2.5,NA,,5/15/2024,1,4,1.7,22,25.6,2.4,0,0,0,,5/22/2024,Y,0,2,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,1,0,0,1.5,0,0,0,0,,7/3/24,Y,1,1,0,11.7,0,0,0,0,,7/11/24,Y,2,0,0,14.7,0,0,0,0,,7/18/24,Y,2,0,0,33.8,0,0,0,0,,7/25/24,Y,2,0,0,50,0,0,0,,8/7/24,Y,2,0,82.8,0,0,0,
2-5-2,254,5/1/2024,Y,0,2,NA,21,0,7.7,1.8,NA,NA,5/8/2024,Y,0,2,NA,24,11,1.8,NA,,5/15/2024,0,2,NA,28,16.7,2.1,NA,NA,NA,,5/22/2024,Y,0,2,0,NA,NA,NA,NA,,,5/29/2024,Y,0,2,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,4,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,5,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,3,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,4,N/A,N/A,N/A,N/A,
10-4-3,255,5/1/2024,Y,0,1,NA,13,0,10.7,2.2,NA,NA,5/8/2024,Y,0,2,NA,17,17.2,2.1,NA,,5/15/2024,0,2,NA,22,20.3,2.3,NA,NA,NA,,5/22/2024,Y,0,2,0,NA,NA,NA,NA,,Roots coming out of pot,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,1,1,0,10.3,0,0,0,0,,7/18/24,Y,1,1,0,23.5,0,0,0,0,,7/25/24,Y,1,1,0,39,0,0,0,,8/7/24,Y,1,1,79.5,0,0,0,
2-5-1,256,5/1/2024,Y,0,1,NA,13,2,7.0,1.2,NA,NA,5/8/2024,Y,0,1,NA,16,10.3,1.2,NA,,5/15/2024,0,1,NA,17,16.0,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,1,0,0,6,0,0,0,0,,7/3/24,Y,1,0,0,15.4,0,0,0,0,,7/11/24,Y,1,0,0,32.1,0,0,0,0,,7/18/24,Y,1,0,0,50,0,0,0,0,,7/25/24,Y,1,0,7,67.6,0,0,0,,8/7/24,Y,1,0,92,0,0,0,
2-3-9,257,5/1/2024,Y,0,1,NA,10,1,7.4,1.5,NA,NA,5/8/2024,Y,0,1,NA,12,10.6,1.7,NA,,5/15/2024,0,1,NA,14,16.5,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,4,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,4,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,4,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,3,N/A,N/A,N/A,N/A,
5-2-2,258,5/1/2024,Y,1,0,1.3,12,0,13.6,1.8,0,N,5/8/2024,Y,0,1,NA,15,20.8,2.2,NA,,5/15/2024,1,0,1.5,17,25.8,2.5,0,0,0,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
9-1-9,259,5/1/2024,Y,1,0,1.3,11,0,8.8,1.6,0,N,5/8/2024,Y,0,1,NA,13,17.4,1.4,NA,,5/15/2024,1,0,2.0,16,23.7,1.5,0,0,0,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
1-6-12,260,5/1/2024,Y,0,1,NA,11,0,8.5,1.5,NA,NA,5/8/2024,Y,0,1,NA,15,11.1,1.4,NA,,5/15/2024,0,1,NA,14,17.2,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
12-5-11,261,5/1/2024,Y,0,1,NA,10,0,9.0,1.6,NA,NA,5/8/2024,Y,0,1,NA,12,13.3,1.6,NA,,5/15/2024,0,1,NA,15,18.5,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,1,0,0,2.5,0,0,0,0,,7/3/24,Y,1,1,0,19.5,0,0,0,0,,7/11/24,Y,1,0,0,42,0,0,0,0,,7/18/24,Y,1,0,6,70.3,1,0,0,0,,7/25/24,Y,1,0,8,82.1,0,0,0,,8/7/24,Y,1,0,84.8,3,1,0,
5-2-5,262,5/1/2024,Y,0,1,NA,14,1,13.9,2.1,NA,NA,5/8/2024,Y,0,1,NA,22,19.6,2.2,NA,,5/15/2024,1,2,1.8,23,21.9,2.2,0,0,0,,5/22/2024,Y,0,2,0,NA,NA,NA,NA,,,5/29/2024,Y,0,2,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
9-4-9,263,5/1/2024,Y,0,1,NA,10,0,8.9,1.9,NA,NA,5/8/2024,Y,0,1,NA,17,13.9,1.6,NA,,5/15/2024,1,1,1.2,17,17.8,1.8,0,0,0,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
5-4-10,264,5/1/2024,Y,0,1,NA,9,0,12.1,1.4,NA,NA,5/8/2024,Y,0,1,NA,16,17.2,1.7,NA,,5/15/2024,0,1,NA,15,22.1,1.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
10-6-1,265,5/1/2024,Y,1,0,0.5,12,1,10.6,1.6,0,N,5/8/2024,Y,0,1,NA,15,16.7,1.4,NA,,5/15/2024,0,1,NA,16,23.3,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,1,0,0,4.6,0,0,0,,6/12/24,Y,1,1,0,23.2,0,0,0,,6/19/24,Y,1,0,0,34.2,0,0,0,,6/26/24,Y,1,0,0,42.5,0,0,0,0,,7/3/24,Y,1,0,0,57.7,0,0,0,0,,7/11/24,Y,1,0,0,85.4,0,0,0,0,,7/18/24,Y,1,0,5,112.9,2,0,0,0,,7/25/24,Y,1,0,6,116.6,1,0,0,,8/7/24,Y,1,0,116.4,9,6,0,
9-6-4,266,5/1/2024,Y,1,0,0.5,12,0,13.4,2.0,0,N,5/8/2024,Y,0,1,NA,16,16.4,2,NA,,5/15/2024,0,1,NA,17,25.3,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,1,0,0,2.5,0,0,0,0,,7/18/24,Y,1,0,0,9.7,0,0,0,0,,7/25/24,Y,1,0,0,24.5,0,0,0,,8/7/24,Y,1,0,65.6,0,0,0,
2-1-12,267,5/1/2024,Y,0,1,NA,10,0,11.4,1.6,NA,NA,5/8/2024,Y,0,1,NA,12,17.6,1.9,NA,,5/15/2024,0,1,NA,14,24.1,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
6-2-5,268,5/1/2024,Y,0,1,NA,10,0,10.1,1.5,NA,NA,5/8/2024,Y,0,1,NA,12,14.2,1.8,NA,,5/15/2024,0,1,NA,14,16.5,2.0,NA,NA,NA,,5/22/2024,Y,1,0,0,0.9,0,0,0,,Growing sideways,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,1,0,0,7.4,0,0,0,,6/12/24,Y,1,1,0,18.4,0,0,0,,6/19/24,Y,1,0,0,26.4,0,0,0,,6/26/24,Y,1,0,0,30.5,0,0,0,0,,7/3/24,Y,1,0,0,40.8,0,0,0,0,,7/11/24,Y,1,0,0,56.8,0,0,0,0,,7/18/24,Y,1,0,6,73.8,0,0,0,0,,7/25/24,Y,1,0,8,89.2,0,0,0,,8/7/24,Y,1,0,96.5,1,0,0,
7-1-7,269,5/1/2024,Y,0,1,NA,5,0,1.8,0.8,NA,NA,5/8/2024,Y,0,1,NA,8,5.9,1.3,NA,Very small,5/15/2024,0,1,NA,10,10.2,1.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
