label,index,Date.1,Surv.1,numStem.1,numRos.1,stemLength.1,numLvs.1,# latBuds.1,leafLong.1,leafWide.1,numFlwrBud.1,flwrBud.1,Date.2,Surv.2,numStem.2,numRos.2,stemLength.2,numLvs.2,leafLong.2,leafWide.2,flwrBud.2,notes.2,Date.3,numStem.3,numRos.3,stemLength.3,numLvs.3,leafLong.3,leafWide.3,numFlwrB.3,numRayF.3,numDiscF.3,firstFlwr.3,Date.4,Surv.4,numStem.4,numRos.4,numLSt.4,stemLength.4,numFlwrB.4,numRayF.4,numDiscF.4,firstFlwr.4,notes.4,Date.5,Surv.5,numStem.5,numRos.5,numLSt.5,stemLength.5,numFlwrB.5,numRayF.5,numDiscF.5,firstFlwr.5,notes.5,Date.6,Surv..6,numStem.6,numRos.6,numLSt.6,stemLength.6,numFlwrB.6,numRayF.6,numDiscF.6,notes.6,Date.7,Surv.7,numStem.7,numRos.7,numLSt.7,stemLength.7,numFlwrB.7,numRayF.7,numDiscF.7,notes.7,Index2,Date.8 ,Surv.8,numStem.8,numRos.8,numLSt.8,stemLength.8,numFlwrB.8,numRayF.8,numDiscF.8,notes.8
4-5-8,98,5/1/2024,Y,0,1,NA,10,0,9.4,1.5,NA,NA,5/8/2024,Y,0,1,NA,14,12.6,1.3,NA,,5/15/2024,0,1,NA,17,18.3,1.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,98,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
3-3-6,435,5/1/2024,Y,1,0,1.1,17,3,9.4,1.5,0,N,5/8/2024,Y,1,0,1,11,17.1,2.1,0,,5/15/2024,0,1,NA,14,25.1,2.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,1,0,0,1.2,0,0,0,,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,1,1,0,1,0,0,0,Stem growing curved,99,6/19/24,Y,1,0,0,3.3,0,0,0,Side growth 
6-4-7,100,5/1/2024,Y,0,1,NA,12,1,18.1,1.9,NA,NA,5/8/2024,Y,1,0,1.5,20,24.2,2.1,0,"Side stems at ground level look like rosettes, but wiggling center stem show really are attached at the base.",5/15/2024,1,0,3.1,24,24.4,2.2,0,0,0,,5/22/2024,Y,1,0,0,8.6,0,0,0,,,5/29/2024,Y,2,0,0,16.2,0,0,0,,,6/5/24,Y,1,1,0,30.2,0,0,0,,6/12/24,Y,2,2,0,31.5,0,0,0,,100,6/19/24,Y,2,0,0,38.9,0,0,0,
10-3-11,101,5/1/2024,Y,0,1,NA,12,0,10.2,1.6,NA,NA,5/8/2024,Y,0,1,NA,13,16.9,1.2,NA,"Side stems at ground level look like rosettes, but wiggling center stem show really are attached at the base.",5/15/2024,0,1,NA,18,21.0,1.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,101,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-5-2,102,5/1/2024,Y,1,0,1.1,18,3,14.1,2.4,0,N,5/8/2024,Y,1,0,6.7,30,18.1,2.3,0,,5/15/2024,3,0,20.0,34,20.8,2.0,0,0,0,,5/22/2024,Y,3,0,0,33.5,0,0,0,,,5/29/2024,Y,3,0,0,50.5,3,0,0,,,6/5/24,Y,2,1,0,65.8,3,1,0,,6/12/24,Y,2,2,5,68.5,3,2,1,,102,6/19/24,Y,3,0,4,67.2,4,0,3,
7-3-2,103,5/1/2024,Y,1,0,5.4,23,6,12.9,2.0,0,N,5/8/2024,Y,1,3,15.6,43,13,1.8,0,Rosette attached just below soil,5/15/2024,1,3,26.1,66,13.0,2.0,2,0,0,,5/22/2024,Y,1,3,6,35.2,4,0,0,,,5/29/2024,Y,1,3,6,36.4,1,4,0,,,6/5/24,Y,1,2,4,37.7,1,1,4,,6/12/24,Y,1,4,6,37.5,2,1,5,,103,6/19/24,Y,1,3,4,36,1,1,6,
2-6-4,104,5/1/2024,Y,0,1,NA,11,0,11.2,2.0,NA,NA,5/8/2024,Y,0,1,NA,13,14.7,1.9,NA,,5/15/2024,0,1,NA,15,16.7,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,104,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-3-4,105,5/1/2024,Y,0,1,NA,10,0,11.5,1.4,NA,NA,5/8/2024,Y,0,1,NA,13,18.8,1.2,NA,,5/15/2024,0,1,NA,16,22.5,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,105,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
8-4-7,106,5/1/2024,Y,0,1,NA,11,0,13.4,1.8,NA,NA,5/8/2024,Y,0,1,NA,12,21.6,2.2,NA,,5/15/2024,0,1,NA,15,25.4,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,106,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
4-2-12,107,5/1/2024,Y,0,1,NA,9,0,12.4,2.1,NA,NA,5/8/2024,Y,0,1,NA,11,20,2.7,NA,,5/15/2024,0,1,NA,15,22.9,2.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,107,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
4-5-5,108,5/1/2024,Y,0,1,NA,12,0,10.6,1.5,NA,NA,5/8/2024,Y,0,1,NA,14,14.6,1.3,NA,,5/15/2024,0,1,NA,17,18.1,1.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,108,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
10-4-5,109,5/1/2024,Y,1,0,6.2,13,0,11.1,2.0,0,N,5/8/2024,Y,1,2,19.4,36,11.2,2.1,Y,,5/15/2024,1,2,28.6,49,11.1,2.4,7,1,0,,5/22/2024,Y,1,2,6,28.8,6,3,1,,,5/29/2024,Y,1,3,6,28.3,3,2,7,,,6/5/24,Y,1,2,6,33,4,2,9,Some discs senesced,6/12/24,Y,1,2,6,28,7,1,11,,109,6/19/24,Y,1,2,6,27.5,4,0,12,
4-1-8,110,5/1/2024,Y,1,0,0.7,16,3,18.0,1.7,0,N,5/8/2024,Y,1,0,2,17,24.6,2.1,0,,5/15/2024,1,0,12.1,19,28.1,2.0,0,0,0,,5/22/2024,Y,1,0,0,26.2,0,0,0,,,5/29/2024,Y,1,0,0,41.5,0,0,0,,,6/5/24,Y,1,0,0,57.5,0,0,0,,6/12/24,Y,1,1,0,68.5,0,0,0,,110,6/19/24,Y,1,0,0,80.1,0,0,0,
2-2-7,111,5/1/2024,Y,0,1,NA,14,0,11.6,1.7,NA,NA,5/8/2024,Y,0,1,NA,15,17.8,1.6,NA,,5/15/2024,0,1,NA,18,22.1,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,111,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
8-3-10,112,5/1/2024,Y,0,1,NA,12,0,10.1,1.8,NA,NA,5/8/2024,Y,0,1,NA,17,16.7,2.2,NA,,5/15/2024,0,1,NA,20,20.5,2.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,112,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
9-5-2,113,5/1/2024,Y,1,0,1.2,14,2,14.1,2.4,0,N,5/8/2024,Y,1,0,0.6,19,20.3,2.7,0,,5/15/2024,0,1,NA,22,22.9,2.5,NA,NA,NA,,5/22/2024,Y,1,0,0,1.2,0,0,0,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,113,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
10-4-4,114,5/1/2024,Y,1,0,0.5,12,0,13.0,2.2,0,N,5/8/2024,Y,0,1,NA,14,18.5,2.1,NA,,5/15/2024,0,1,NA,17,21.6,2.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,114,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
4-1-11,115,5/1/2024,Y,0,1,NA,10,0,9.5,1.8,NA,NA,5/8/2024,Y,0,1,NA,13,18.5,1.9,NA,,5/15/2024,0,1,NA,16,21.4,1.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,115,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-2-11,116,5/1/2024,Y,0,1,NA,12,0,12.9,1.4,NA,NA,5/8/2024,Y,1,0,0.5,15,19.2,1.5,0,,5/15/2024,0,1,NA,19,24.0,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,116,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
12-4-8,117,5/1/2024,Y,1,2,3.3,22,0,9.8,2.3,0,N,5/8/2024,Y,1,2,10.7,25,15.7,2,0,,5/15/2024,2,1,18.4,33,16.5,2.2,0,0,0,,5/22/2024,Y,2,1,1,29.6,1,1,0,,,5/29/2024,Y,2,1,3,33.5,2,1,1,,,6/5/24,Y,2,1,2,36.4,3,2,2,,6/12/24,Y,2,3,3,35,1,3,3,,117,6/19/24,Y,2,1,3,34.2,2,0,6,
6-6-1,118,5/1/2024,Y,1,0,10.4,35,7,11.9,2.4,0,N,5/8/2024,Y,1,3,20.5,50,13,2.2,Y,,5/15/2024,1,3,25.5,52,12.2,2.1,9,1,0,,5/22/2024,Y,1,3,4,21.2,DNR,DNR,DNR,,,5/29/2024,Y,1,3,4,20.6,7,2,9,,,6/5/24,Y,1,2,4,27.3,2,3,13,Many discs senesced,6/12/24,Y,1,4,7,27,3,4,14,,118,6/19/24,Y,1,3,3,20.4,0,0,18,
13-1-5,119,5/1/2024,Y,0,1,NA,11,0,12.2,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,19.3,1.7,NA,,5/15/2024,0,1,NA,16,22.7,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,119,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
4-2-5,120,5/1/2024,Y,0,1,NA,13,0,9.8,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,12.2,1.8,NA,,5/15/2024,0,1,NA,16,15.0,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,120,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
3-2-9,121,5/1/2024,Y,0,1,NA,9.0,2,6.6,1.4,NA,NA,5/8/2024,Y,1,0,0.5,15,10.5,1.6,0,,5/15/2024,0,1,NA,13,14.2,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,121,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
1-6-10,122,5/1/2024,Y,1,0,1.8,5,3,3.9,0.8,0,N,5/8/2024,Y,0,1,NA,12,7.6,1.5,NA,,5/15/2024,0,3,NA,15,13.1,2.0,NA,NA,NA,,5/22/2024,Y,1,2,0,1.5,0,0,0,,,5/29/2024,Y,2,0,0,5.4,0,0,0,,,6/5/24,Y,2,0,0,17.8,0,0,0,,6/12/24,Y,2,2,0,18.3,0,0,0,,122,6/19/24,Y,2,0,0,26,0,0,0,
10-1-9,123,5/1/2024,Y,0,1,NA,10,0,9.2,1.1,NA,NA,5/8/2024,Y,0,1,NA,8,9.4,1.8,NA,,5/15/2024,0,1,NA,7,11.8,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,123,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
4-6-10,124,5/1/2024,Y,0,1,NA,11,0,10.8,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,16.8,2.4,NA,,5/15/2024,0,1,NA,16,17.6,2.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,124,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-6-12,125,5/1/2024,Y,0,1,NA,13,0,11.4,1.9,NA,NA,5/8/2024,Y,0,1,NA,19,14.8,2.3,NA,,5/15/2024,0,1,NA,24,17.1,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,125,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
13-1-2,126,5/1/2024,Y,0,1,NA,10,0,10.0,1.7,NA,NA,5/8/2024,Y,0,1,NA,12,15.1,1.9,NA,,5/15/2024,0,1,NA,15,20.3,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,126,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
4-3-9,127,5/1/2024,Y,0,1,NA,7,0,4.9,1.4,NA,NA,5/8/2024,Y,0,1,NA,9,9.1,1.4,NA,,5/15/2024,0,1,NA,9,14.4,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,127,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
13-2-3,128,5/1/2024,Y,0,1,NA,12,0,10.0,1.6,NA,NA,5/8/2024,Y,0,1,NA,13,16.7,1.8,NA,,5/15/2024,0,1,NA,17,21.6,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,128,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
3-1-4,129,5/1/2024,Y,1,0,1.0,7,0,10.1,1.9,0,N,5/8/2024,Y,1,0,6,10,15.3,2.5,0,,5/15/2024,1,0,18.3,14,16.1,2.6,0,0,0,,5/22/2024,Y,1,0,2,35.8,1,0,0,,,5/29/2024,Y,1,0,4,48.7,4,1,0,,,6/5/24,Y,1,0,3,53.1,1,4,1,,6/12/24,Y,1,1,4,51.6,7,1,4,,129,6/19/24,Y,1,0,4,51.3,6,0,7,
5-6-11,130,5/1/2024,Y,0,1,NA,13,0,9.8,1.7,NA,NA,5/8/2024,Y,1,0,0.3,14,15.2,2.2,0,,5/15/2024,0,1,NA,19,16.8,1.9,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,130,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
5-3-2,131,5/1/2024,Y,1,0,0.7,14,0,13.9,1.7,0,N,5/8/2024,Y,1,0,0.5,23,16.5,1.6,0,,5/15/2024,0,2,NA,26,18.4,1.7,NA,NA,NA,,5/22/2024,Y,0,2,0,NA,NA,NA,NA,,,5/29/2024,Y,0,2,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,131,6/19/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,
6-2-2,132,5/1/2024,Y,0,1,NA,10,0,12.5,1.3,NA,NA,5/8/2024,Y,0,1,NA,13,16.9,1.4,NA,,5/15/2024,0,1,NA,15,22.3,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,132,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
1-2-4,133,5/1/2024,Y,0,1,NA,8,0,11.2,1.9,NA,NA,5/8/2024,Y,0,1,NA,10,17.1,2,NA,,5/15/2024,0,1,NA,11,25.6,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,133,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
5-4-7,134,5/1/2024,Y,1,3,6.2,33,8,12.7,2.3,0,N,5/8/2024,Y,1,2,15.9,42,13.2,2.4,Y,,5/15/2024,1,3,27.8,62,11.8,1.5,2,0,1,,5/22/2024,Y,1,2,8,28,1,2,1,,,5/29/2024,Y,1,2,8,28,3,0,4,,,6/5/24,Y,3,2,4,29.3,2,2,4,Some discs senesced,6/12/24,Y,1,3,9,29.2,4,2,7,,134,6/19/24,Y,1,2,7,27.4,0,1,10,
9-2-10,135,5/1/2024,Y,0,1,NA,8,0,4.5,1.0,NA,NA,5/8/2024,Y,0,1,NA,14,7.2,1,NA,,5/15/2024,0,1,NA,13,9.8,1.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,135,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
8-1-8,136,5/1/2024,Y,0,1,NA,11,0,11.0,1.5,NA,NA,5/8/2024,Y,0,1,NA,14,17.4,1.9,NA,,5/15/2024,0,1,NA,16,21.1,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,1,0,0,5.4,0,0,0,,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,1,1,0,41.5,0,0,0,,136,6/19/24,Y,1,0,0,30.4,0,0,0,
7-5-7,137,5/1/2024,Y,0,1,NA,10,0,10.3,1.9,NA,NA,5/8/2024,Y,1,0,0.5,14,15.5,2.1,0,,5/15/2024,0,1,NA,16,20.9,1.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,137,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
4-1-1,138,5/1/2024,Y,0,1,NA,13,1,16.5,2.1,NA,NA,5/8/2024,Y,1,0,0.8,18,21.6,2.4,0,,5/15/2024,1,0,3.5,16,21.6,2.6,0,0,0,,5/22/2024,Y,1,0,0,10.1,0,0,0,,,5/29/2024,Y,1,0,0,19.4,0,0,0,,,6/5/24,Y,1,0,0,30.6,0,0,0,,6/12/24,Y,1,1,0,41.8,0,0,0,,138,6/19/24,Y,1,0,0,45.5,0,0,0,
4-3-5,139,5/1/2024,Y,0,1,NA,12,0,10.0,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,14.6,2,NA,,5/15/2024,0,1,NA,16,21.1,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,139,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
1-4-2,140,5/1/2024,Y,1,0,3.5,15,3,13.0,2.1,0,N,5/8/2024,Y,2,0,9,25,13.9,1.8,0,,5/15/2024,3,0,20.7,38,14.6,2.2,0,0,0,,5/22/2024,Y,3,0,3,34,3,0,0,,,5/29/2024,Y,3,0,3,44,3,1,0,,,6/5/24,Y,3,0,3,46.5,2,2,1,,6/12/24,Y,1,1,5,45.5,2,0,3,,140,6/19/24,Y,3,0,4,44.6,1,0,4,
8-6-8,141,5/1/2024,Y,0,1,NA,12,0,10.5,2.2,NA,NA,5/8/2024,Y,1,0,5.2,14,20.7,2.8,0,,5/15/2024,1,0,15.1,18,21.6,2.9,0,0,0,,5/22/2024,Y,1,0,0,25.2,0,0,0,,,5/29/2024,Y,1,0,0,33.6,0,0,0,,,6/5/24,Y,1,0,0,46.3,0,0,0,,6/12/24,Y,1,1,0,52.9,0,0,0,,141,6/19/24,Y,1,0,0,61,0,0,0,
3-6-3,142,5/1/2024,Y,1,0,0.5,11,1,13.2,2.0,0,N,5/8/2024,Y,1,0,0.5,14,18.7,2.6,0,,5/15/2024,0,1,NA,19,22.6,2.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,142,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
4-2-8,143,5/1/2024,Y,1,1,6.8,28,7,11.1,1.8,0,N,5/8/2024,Y,1,2,17.5,55,12.6,2,Y,,5/15/2024,1,2,26.0,54,11.9,1.6,0,0,0,,5/22/2024,Y,1,2,10,27.1,4,1,0,,,5/29/2024,Y,1,2,10,28,2,1,5,,,6/5/24,Y,1,2,7,27.9,5,2,5,Some discs senesced,6/12/24,Y,1,3,9,27,5,1,9,,143,6/19/24,Y,1,2,9,27.2,0,0,11,
10-6-6,144,5/1/2024,Y,0,1,NA,12,0,10.4,1.7,NA,NA,5/8/2024,Y,0,1,NA,13,13,1.8,NA,,5/15/2024,0,1,NA,18,18.4,1.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,144,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-3-10,145,5/1/2024,Y,0,1,NA,11,0,12.3,2.2,NA,NA,5/8/2024,Y,0,1,NA,13,14.3,2.7,NA,,5/15/2024,0,1,NA,17,17.0,2.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,145,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
5-1-7,146,5/1/2024,Y,0,1,NA,11,0,8.3,1.9,NA,NA,5/8/2024,Y,0,1,NA,14,13.6,2.1,NA,,5/15/2024,0,1,NA,17,14.6,1.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,146,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
2-4-5,147,5/1/2024,Y,1,0,11.0,17,11,13.1,2.0,0,N,5/8/2024,Y,1,2,21,32,13.6,2.1,Y,,5/15/2024,1,2,31.0,39,13.6,2.1,4,0,1,,5/22/2024,Y,1,2,5,31.5,4,3,1,,,5/29/2024,Y,1,2,6,31.1,4,2,4,,,6/5/24,Y,1,2,4,31.6,2,1,7,Some discs senesced,6/12/24,Y,1,3,4,32.1,3,1,7,,147,6/19/24,Y,1,2,5,31.3,1,0,9,
