Sample_Name,index,label,MaternalLine,FlowerHead,Id,Country,State,County,Latitude,Longitude,Google_latitude,Google_longitude,Locality,Location Details,PlantingDate,FirstLeafDate,TransplantDate,flwrBud_19844,flwrBud_19851,latBuds_19844,leafLong_19844,leafLong_19851,leafLong_19858,leafWide_19844,leafWide_19851,leafWide_19858,notes_19851,notes_19865,notes_19872,notes_19879,notes_19886,notes_19893,notes_19900,notes_19907,notes_19915,notes_19929,notes_19935,notes_19942,notes_19949,notes_19957,notes_19964,notes_19970,notes_19978,notes_19991,numDeadF_19898,numDeadF_19900,numDeadF_19902,numDeadF_19905,numDeadF_19907,numDeadF_19912,numDeadF_19915,numDeadF_19919,numDeadF_19922,numDeadF_19926,numDeadF_19929,numDeadF_19935,numDeadF_19942,numDeadF_19949,numDeadF_19957,numDeadF_19964,numDeadF_19970,numDeadF_19978,numDeadF_19991,numDiscF_19853,numDiscF_19856,numDiscF_19858,numDiscF_19860,numDiscF_19863,numDiscF_19865,numDiscF_19867,numDiscF_19870,numDiscF_19872,numDiscF_19874,numDiscF_19877,numDiscF_19879,numDiscF_19881,numDiscF_19884,numDiscF_19886,numDiscF_19888,numDiscF_19891,numDiscF_19893,numDiscF_19895,numDiscF_19898,numDiscF_19900,numDiscF_19902,numDiscF_19905,numDiscF_19907,numDiscF_19912,numDiscF_19915,numDiscF_19919,numDiscF_19922,numDiscF_19926,numDiscF_19929,numDiscF_19935,numDiscF_19942,numDiscF_19949,numDiscF_19957,numDiscF_19964,numDiscF_19970,numDiscF_19978,numDiscF_19991,numFlwrB_19853,numFlwrB_19856,numFlwrB_19858,numFlwrB_19860,numFlwrB_19863,numFlwrB_19865,numFlwrB_19867,numFlwrB_19870,numFlwrB_19872,numFlwrB_19874,numFlwrB_19877,numFlwrB_19879,numFlwrB_19881,numFlwrB_19884,numFlwrB_19886,numFlwrB_19888,numFlwrB_19891,numFlwrB_19893,numFlwrB_19895,numFlwrB_19898,numFlwrB_19900,numFlwrB_19902,numFlwrB_19905,numFlwrB_19907,numFlwrB_19912,numFlwrB_19915,numFlwrB_19919,numFlwrB_19922,numFlwrBud_19844,numLSt_19865,numLSt_19872,numLSt_19879,numLSt_19886,numLSt_19893,numLSt_19900,numLSt_19907,numLSt_19915,numLSt_19929,numLvs_19844,numLvs_19851,numLvs_19858,numRayF_19853,numRayF_19856,numRayF_19858,numRayF_19860,numRayF_19863,numRayF_19865,numRayF_19867,numRayF_19870,numRayF_19872,numRayF_19874,numRayF_19877,numRayF_19879,numRayF_19881,numRayF_19884,numRayF_19886,numRayF_19888,numRayF_19891,numRayF_19893,numRayF_19895,numRayF_19898,numRayF_19900,numRayF_19902,numRayF_19905,numRayF_19907,numRayF_19912,numRayF_19915,numRayF_19919,numRayF_19922,numRayF_19926,numRayF_19929,numRayF_19935,numRayF_19942,numRayF_19949,numRayF_19957,numRayF_19964,numRayF_19970,numRayF_19978,numRayF_19991,numRos_19844,numRos_19851,numRos_19858,numRos_19865,numRos_19872,numRos_19879,numRos_19886,numRos_19893,numRos_19900,numRos_19907,numRos_19915,numRos_19929,numRos_19942,numStem_19844,numStem_19851,numStem_19858,numStem_19865,numStem_19872,numStem_19879,numStem_19886,numStem_19893,numStem_19900,numStem_19907,numStem_19915,numStem_19929,numStem_19942,numStem_19957,numStem_19970,numStem_19991,planting_NA,Pot_NA,stemLength_19844,stemLength_19851,stemLength_19858,stemLength_19865,stemLength_19872,stemLength_19879,stemLength_19886,stemLength_19893,stemLength_19900,stemLength_19907,stemLength_19915,stemLength_19929,stemLength_19942,stemLength_19957,stemLength_19970,stemLength_19991,Surv_19844,Surv_19851,Surv_19865,Surv_19872,Surv_19879,Surv_19886,Surv_19893,Surv_19900,Surv_19907,Surv_19915,Surv_19929,Surv_19935,Surv_19942,Surv_19949,Surv_19957,Surv_19964,Surv_19970,Surv_19978,Surv_19991,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Property ownership,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year
Boltonia_413,413,9-3-7,2011-2629-1,30A,1180032,United States,Illinois,Marshal,41.045,-89.4311111,41.02868892611459, -89.43846248262098,NA,"Sparland, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/6/24,4/12/24,NA,NA,0,5.5,8.6,11.8,1.6,1.4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,11,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999-5179-2,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8786,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_414,414,6-5-6,2011-2623-1,27B,1180026,United States,Illinois,Hennepin,41.34414603458205,-89.55849691836283,41.34414603458205, -89.55849691836283,NA,"Hennepin Bridge, Maternal lines = 30, Seedheads = 90; 6 packets",2/29/24,3/5/24,4/12/24,N,0,1,14.8,25.3,26.4,2.3,2.9,2.6,NA,NA,Several dead leaves at base.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,46,88,109,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,17,35,56,36,44,3,13,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,4,6,7,14,12,0,0,0,0,0,0,5,7,10,9,14,16,13,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,8,16,13,10,12,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1999-5145-4,414,0.6,1.4,9.3,27.8,47.6,62.2,72.1,105,124.6,132.5,129.3,142.6,139.7,141.1,141.1,141.1,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,2883,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_415,415,2-2-8,2011-2629-1,2B,1180032,United States,Illinois,Marshal,41.045,-89.4311111,41.02868892611459, -89.43846248262098,NA,"Sparland, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/7/24,4/12/24,NA,NA,0,13.5,16.3,21.3,1.9,1.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,Whirled stem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,11,12,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,2,2,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1999-5151-2,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,3.7,0,NA,NA,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8786,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_416,416,8-6-9,2011-2609-1,X2,1180012,United States,Illinois,Madison,38.6891666,-90.0972222,38.69652811427051, -90.08592610430901,NA,"Horseshoe Lake, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/8/24,4/12/24,NA,NA,0,11.2,17.8,19.2,2,2.3,2.6,NA,NA,One dead leaf at base.,NA,NA,NA,NA,Abnormal stem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,13,22,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2,3,NA,0,0,0,NA,NA,0,0,0,5,12,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,18,37,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,2011-5037-4,416,NA,NA,NA,NA,NA,0.5,NA,NA,5.3,24.1,46.5,75.4,76,76.7,76.4,76.4,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8688,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,3,Smith,s.n.,01 Nov 2000,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_417,417,3-3-2,2011-2636-1,26,1180039,United States,Illinois,Cass,40.010555600000004,-90.4458333,40.0178975293398, -90.42445029519197,NA,"Beardstown, Maternal lines = 52, Seedheads = 53; 3 packets",2/29/24,3/8/24,4/12/24,N,0,0,15,18.6,18.6,1.8,2.6,2.8,NA,NA,Several dead leaves at base.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,8,7,5,20,8,16,9,39,14,45,24,43,53,133,189,NA,0,0,0,0,0,0,0,0,0,6,0,1,3,3,4,6,7,9,9,12,15,19,12,18,24,11,28,33,43,20,86,64,87,41,99,24,6,NA,0,0,1,4,6,8,9,7,8,11,14,13,14,12,21,21,18,18,22,16,26,29,26,24,30,42,36,0,6,6,6,6,6,6,6,10,8,11,14,19,NA,0,0,0,0,0,0,0,1,1,1,3,2,3,3,3,3,4,3,7,6,3,3,9,7,8,10,14,11,13,14,7,12,13,46,19,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1997-5345-2,417,1.4,7.5,22.4,43.8,57.3,60.5,49.5,60,60.3,59.8,59.8,60.5,59.9,58.5,58.5,58.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,5079,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,53,Smith,s.n.,21 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_418,418,4-3-12,2011-2635-1,31,1180038,United States,Illinois,Alton,38.86501904919102,-90.22302347588696,38.86501904919102, -90.22302347588696,NA,"West Alton, Maternal lines = 32, Seedheads = 32; 2 packets",2/29/24,3/12/24,4/12/24,NA,NA,0,9.4,12.1,13.4,1.3,1.2,1.2,7 Leaves turning brown/tan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,14,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999-5234-2,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,2831,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,32,Smith,s.n.,07 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_419,419,6-6-5,2011-2636-1,10,1180039,United States,Illinois,Cass,40.010555600000004,-90.4458333,40.0178975293398, -90.42445029519197,NA,"Beardstown, Maternal lines = 52, Seedheads = 53; 3 packets",2/29/24,3/9/24,4/12/24,NA,NA,0,11.2,15.1,21.1,1.7,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,14,16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997-5329-3,419,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,5079,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,53,Smith,s.n.,21 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_420,420,4-6-7,2011-2659-1,14A,1180062,United States,Illinois,Frederick,40.07116308939078,-90.42957195888599,40.07116308939078, -90.42957195888599,NA,"Frederick Landing, Maternal lines = 15, Seedheads = 44; 2 packets",2/29/24,3/6/24,4/12/24,N,0,5,12.9,15.1,15.6,2.4,2.1,2,NA,NA,Several dead leaves at base.,NA,3 of 5 discs senesced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,5,5,5,12,6,11,7,15,11,12,12,20,22,65,90,NA,0,0,0,0,0,0,0,1,1,2,3,3,5,5,5,7,8,9,5,7,9,7,6,7,7,3,8,4,8,3,9,12,16,9,40,36,7,NA,0,1,2,4,6,7,6,5,6,6,6,5,4,3,4,5,4,6,2,5,5,9,11,8,6,5,10,0,3,4,3,3,3,5,6,7,9,16,34,44,NA,0,0,0,0,1,1,2,2,2,1,1,2,3,3,3,2,1,0,2,2,0,1,2,3,2,0,0,1,4,2,3,3,5,26,36,16,0,0,3,4,4,3,2,2,3,3,3,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2011-5035-4,420,2.8,10.6,26.1,40.8,42.4,42.4,34.5,40,42.7,42.9,43.2,40.4,41.9,41.2,41.2,41.2,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,4101,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2011-2659,Project specific use only,2011-12-01T00:00:00Z,44,Smith,s.n.,01 Dec 2011,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_421,421,4-1-2,2011-2675-1,16A,1180078,United States,Illinois,Schuyler,40.0672223,-90.4275,40.07010712467176, -90.42899627731745,NA,"Frederick Borrow Pit, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/6/24,4/12/24,NA,0,0,15.3,21.7,21,1.7,1.9,2.1,NA,Growing sideways,Growing sideways. Several dead leaves at base.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,68,76,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,24,61,16,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,9,12,13,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,34,14,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999-5403-2,421,NA,1.1,1.8,6.9,13,22.4,28.2,42,51.2,73.9,96,113.8,149,147.2,147.6,147.4,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8728,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,07 Oct 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_422,422,12-5-9,2011-2635-1,13,1180038,United States,Illinois,Alton,38.86501904919102,-90.22302347588696,38.86501904919102, -90.22302347588696,NA,"West Alton, Maternal lines = 32, Seedheads = 32; 2 packets",3/1/24,3/9/24,4/12/24,NA,NA,0,13,18.9,21.6,2.1,2.7,2.9,NA,Growing sideways,Growing sideways.,NA,NA,NA,NA,NA,NA,NA,NA,Tip of main stem died,Apical meristem is dead,Apical meristem dead,NA,NA,NA,Apical meristem died back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,42,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,10,12,17,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,40,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999-5218-2,422,NA,NA,2,9,19.3,30.1,36.8,55,60.4,75,89.4,134.3,133,121.3,121.7,121.3,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,2831,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,32,Smith,s.n.,07 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_423,423,3-2-11,2011-2635-1,28,1180038,United States,Illinois,Alton,38.86501904919102,-90.22302347588696,38.86501904919102, -90.22302347588696,NA,"West Alton, Maternal lines = 32, Seedheads = 32; 2 packets",2/29/24,3/10/24,4/12/24,NA,NA,0,4.1,7.6,12.2,0.9,1.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,6,7,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999-5232-2,423,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,2831,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,32,Smith,s.n.,07 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_424,424,8-6-3,2011-2598-1,L1B,1180001,United States,Illinois,Jersey,38.961398423802066,-90.51481032460987,38.961398423802066, -90.51481032460987,NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2/29/24,3/7/24,4/12/24,NA,NA,0,9.4,15.5,18.6,1.5,1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,11,15,19,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997-5091-3,424,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
