label,index,variable_name,Date_index,values,Date
2-1-8,229,leafLong,2,NA,2024-05-08
2-1-8,229,leafLong,3,13.1,2024-05-15
2-1-8,229,leafWide,1,1.4,2024-05-01
2-1-8,229,leafWide,2,NA,2024-05-08
2-1-8,229,leafWide,3,2,2024-05-15
2-1-8,229,numDiscF,3,0,2024-05-15
2-1-8,229,numDiscF,4,0,2024-05-22
2-1-8,229,numDiscF,5,0,2024-05-29
2-1-8,229,numDiscF,6,2,2024-06-05
2-1-8,229,numDiscF,7,5,2024-06-12
2-1-8,229,numDiscF,8,8,2024-06-19
2-1-8,229,numFlwrB,1,0,2024-05-01
2-1-8,229,numFlwrB,2,NA,2024-05-08
2-1-8,229,numFlwrB,3,3,2024-05-15
2-1-8,229,numFlwrB,4,6,2024-05-22
2-1-8,229,numFlwrB,5,8,2024-05-29
2-1-8,229,numFlwrB,6,7,2024-06-05
2-1-8,229,numFlwrB,7,4,2024-06-12
2-1-8,229,numFlwrB,8,6,2024-06-19
2-1-8,229,numLSt,4,7,2024-05-22
2-1-8,229,numLSt,5,8,2024-05-29
2-1-8,229,numLSt,6,6,2024-06-05
2-1-8,229,numLSt,7,3,2024-06-12
2-1-8,229,numLSt,8,7,2024-06-19
2-1-8,229,numLvs,1,12,2024-05-01
2-1-8,229,numLvs,2,NA,2024-05-08
2-1-8,229,numLvs,3,24,2024-05-15
2-1-8,229,numRayF,3,0,2024-05-15
2-1-8,229,numRayF,4,0,2024-05-22
2-1-8,229,numRayF,5,2,2024-05-29
2-1-8,229,numRayF,6,3,2024-06-05
2-1-8,229,numRayF,7,3,2024-06-12
2-1-8,229,numRayF,8,1,2024-06-19
2-1-8,229,numRos,1,0,2024-05-01
2-1-8,229,numRos,2,NA,2024-05-08
2-1-8,229,numRos,3,2,2024-05-15
2-1-8,229,numRos,4,2,2024-05-22
2-1-8,229,numRos,5,2,2024-05-29
2-1-8,229,numRos,6,2,2024-06-05
2-1-8,229,numRos,7,2,2024-06-12
2-1-8,229,numRos,8,2,2024-06-19
2-1-8,229,numStem,1,1,2024-05-01
2-1-8,229,numStem,2,NA,2024-05-08
2-1-8,229,numStem,3,1,2024-05-15
2-1-8,229,numStem,4,1,2024-05-22
2-1-8,229,numStem,5,1,2024-05-29
2-1-8,229,numStem,6,1,2024-06-05
2-1-8,229,numStem,7,1,2024-06-12
2-1-8,229,numStem,8,1,2024-06-19
2-1-8,229,stemLength,1,2.5,2024-05-01
2-1-8,229,stemLength,2,NA,2024-05-08
2-1-8,229,stemLength,3,22.2,2024-05-15
2-1-8,229,stemLength,4,31.6,2024-05-22
2-1-8,229,stemLength,5,34.8,2024-05-29
2-1-8,229,stemLength,6,34.5,2024-06-05
2-1-8,229,stemLength,7,35.2,2024-06-12
2-1-8,229,stemLength,8,35,2024-06-19
1-6-9,230,leafLong,1,6.8,2024-05-01
1-6-9,230,leafLong,2,NA,2024-05-08
1-6-9,230,leafLong,3,16.8,2024-05-15
1-6-9,230,leafWide,1,0.8,2024-05-01
1-6-9,230,leafWide,2,NA,2024-05-08
1-6-9,230,leafWide,3,1.9,2024-05-15
1-6-9,230,numDiscF,3,0,2024-05-15
1-6-9,230,numDiscF,4,0,2024-05-22
1-6-9,230,numDiscF,5,0,2024-05-29
1-6-9,230,numDiscF,6,0,2024-06-05
1-6-9,230,numDiscF,7,0,2024-06-12
1-6-9,230,numDiscF,8,0,2024-06-19
1-6-9,230,numFlwrB,1,0,2024-05-01
1-6-9,230,numFlwrB,2,NA,2024-05-08
1-6-9,230,numFlwrB,3,0,2024-05-15
1-6-9,230,numFlwrB,4,0,2024-05-22
1-6-9,230,numFlwrB,5,0,2024-05-29
1-6-9,230,numFlwrB,6,0,2024-06-05
1-6-9,230,numFlwrB,7,0,2024-06-12
1-6-9,230,numFlwrB,8,0,2024-06-19
1-6-9,230,numLSt,4,0,2024-05-22
1-6-9,230,numLSt,5,0,2024-05-29
1-6-9,230,numLSt,6,0,2024-06-05
1-6-9,230,numLSt,7,0,2024-06-12
1-6-9,230,numLSt,8,0,2024-06-19
1-6-9,230,numLvs,1,4,2024-05-01
1-6-9,230,numLvs,2,NA,2024-05-08
1-6-9,230,numLvs,3,22,2024-05-15
1-6-9,230,numRayF,3,0,2024-05-15
1-6-9,230,numRayF,4,0,2024-05-22
1-6-9,230,numRayF,5,0,2024-05-29
1-6-9,230,numRayF,6,0,2024-06-05
1-6-9,230,numRayF,7,0,2024-06-12
1-6-9,230,numRayF,8,0,2024-06-19
1-6-9,230,numRos,1,0,2024-05-01
1-6-9,230,numRos,2,NA,2024-05-08
1-6-9,230,numRos,3,3,2024-05-15
1-6-9,230,numRos,4,3,2024-05-22
1-6-9,230,numRos,5,3,2024-05-29
1-6-9,230,numRos,6,3,2024-06-05
1-6-9,230,numRos,7,3,2024-06-12
1-6-9,230,numRos,8,3,2024-06-19
1-6-9,230,numStem,1,1,2024-05-01
1-6-9,230,numStem,2,NA,2024-05-08
1-6-9,230,numStem,3,1,2024-05-15
1-6-9,230,numStem,4,1,2024-05-22
1-6-9,230,numStem,5,1,2024-05-29
1-6-9,230,numStem,6,1,2024-06-05
1-6-9,230,numStem,7,1,2024-06-12
1-6-9,230,numStem,8,1,2024-06-19
1-6-9,230,stemLength,1,1.5,2024-05-01
1-6-9,230,stemLength,2,NA,2024-05-08
1-6-9,230,stemLength,3,5.9,2024-05-15
1-6-9,230,stemLength,4,14,2024-05-22
1-6-9,230,stemLength,5,22.7,2024-05-29
1-6-9,230,stemLength,6,28.8,2024-06-05
1-6-9,230,stemLength,7,38.2,2024-06-12
1-6-9,230,stemLength,8,43.4,2024-06-19
2-3-6,231,leafLong,1,12.4,2024-05-01
2-3-6,231,leafLong,2,NA,2024-05-08
2-3-6,231,leafLong,3,17.2,2024-05-15
2-3-6,231,leafWide,1,2.2,2024-05-01
2-3-6,231,leafWide,2,NA,2024-05-08
2-3-6,231,leafWide,3,2,2024-05-15
2-3-6,231,numDiscF,3,NA,2024-05-15
2-3-6,231,numDiscF,4,NA,2024-05-22
2-3-6,231,numDiscF,5,NA,2024-05-29
2-3-6,231,numDiscF,6,NA,2024-06-05
2-3-6,231,numDiscF,7,NA,2024-06-12
2-3-6,231,numDiscF,8,NA,2024-06-19
2-3-6,231,numFlwrB,1,NA,2024-05-01
2-3-6,231,numFlwrB,2,NA,2024-05-08
2-3-6,231,numFlwrB,3,NA,2024-05-15
2-3-6,231,numFlwrB,4,NA,2024-05-22
2-3-6,231,numFlwrB,5,NA,2024-05-29
2-3-6,231,numFlwrB,6,NA,2024-06-05
2-3-6,231,numFlwrB,7,NA,2024-06-12
2-3-6,231,numFlwrB,8,NA,2024-06-19
2-3-6,231,numLSt,4,0,2024-05-22
2-3-6,231,numLSt,5,0,2024-05-29
2-3-6,231,numLSt,6,0,2024-06-05
2-3-6,231,numLSt,7,NA,2024-06-12
2-3-6,231,numLSt,8,NA,2024-06-19
2-3-6,231,numLvs,1,13,2024-05-01
2-3-6,231,numLvs,2,NA,2024-05-08
2-3-6,231,numLvs,3,41,2024-05-15
2-3-6,231,numRayF,3,NA,2024-05-15
2-3-6,231,numRayF,4,NA,2024-05-22
2-3-6,231,numRayF,5,NA,2024-05-29
2-3-6,231,numRayF,6,NA,2024-06-05
2-3-6,231,numRayF,7,NA,2024-06-12
2-3-6,231,numRayF,8,NA,2024-06-19
2-3-6,231,numRos,1,1,2024-05-01
2-3-6,231,numRos,2,NA,2024-05-08
2-3-6,231,numRos,3,3,2024-05-15
2-3-6,231,numRos,4,2,2024-05-22
2-3-6,231,numRos,5,5,2024-05-29
2-3-6,231,numRos,6,2,2024-06-05
2-3-6,231,numRos,7,1,2024-06-12
2-3-6,231,numRos,8,2,2024-06-19
2-3-6,231,numStem,1,0,2024-05-01
2-3-6,231,numStem,2,NA,2024-05-08
2-3-6,231,numStem,3,0,2024-05-15
2-3-6,231,numStem,4,0,2024-05-22
2-3-6,231,numStem,5,0,2024-05-29
2-3-6,231,numStem,6,0,2024-06-05
2-3-6,231,numStem,7,0,2024-06-12
2-3-6,231,numStem,8,0,2024-06-19
2-3-6,231,stemLength,1,NA,2024-05-01
2-3-6,231,stemLength,2,NA,2024-05-08
2-3-6,231,stemLength,3,NA,2024-05-15
2-3-6,231,stemLength,4,NA,2024-05-22
2-3-6,231,stemLength,5,NA,2024-05-29
2-3-6,231,stemLength,6,NA,2024-06-05
2-3-6,231,stemLength,7,NA,2024-06-12
2-3-6,231,stemLength,8,NA,2024-06-19
7-4-12,232,leafLong,1,7.3,2024-05-01
7-4-12,232,leafLong,2,NA,2024-05-08
7-4-12,232,leafLong,3,13.5,2024-05-15
7-4-12,232,leafWide,1,1.5,2024-05-01
7-4-12,232,leafWide,2,NA,2024-05-08
7-4-12,232,leafWide,3,2.4,2024-05-15
7-4-12,232,numDiscF,3,0,2024-05-15
7-4-12,232,numDiscF,4,0,2024-05-22
7-4-12,232,numDiscF,5,0,2024-05-29
7-4-12,232,numDiscF,6,1,2024-06-05
7-4-12,232,numDiscF,7,4,2024-06-12
7-4-12,232,numDiscF,8,8,2024-06-19
7-4-12,232,numFlwrB,1,0,2024-05-01
7-4-12,232,numFlwrB,2,NA,2024-05-08
7-4-12,232,numFlwrB,3,0,2024-05-15
7-4-12,232,numFlwrB,4,4,2024-05-22
7-4-12,232,numFlwrB,5,8,2024-05-29
7-4-12,232,numFlwrB,6,5,2024-06-05
7-4-12,232,numFlwrB,7,0,2024-06-12
7-4-12,232,numFlwrB,8,4,2024-06-19
7-4-12,232,numLSt,4,6,2024-05-22
7-4-12,232,numLSt,5,8,2024-05-29
7-4-12,232,numLSt,6,9,2024-06-05
7-4-12,232,numLSt,7,3,2024-06-12
7-4-12,232,numLSt,8,5,2024-06-19
7-4-12,232,numLvs,1,10,2024-05-01
7-4-12,232,numLvs,2,NA,2024-05-08
7-4-12,232,numLvs,3,29,2024-05-15
7-4-12,232,numRayF,3,0,2024-05-15
7-4-12,232,numRayF,4,0,2024-05-22
7-4-12,232,numRayF,5,1,2024-05-29
7-4-12,232,numRayF,6,3,2024-06-05
7-4-12,232,numRayF,7,4,2024-06-12
7-4-12,232,numRayF,8,0,2024-06-19
7-4-12,232,numRos,1,0,2024-05-01
7-4-12,232,numRos,2,NA,2024-05-08
7-4-12,232,numRos,3,1,2024-05-15
7-4-12,232,numRos,4,1,2024-05-22
7-4-12,232,numRos,5,2,2024-05-29
7-4-12,232,numRos,6,1,2024-06-05
7-4-12,232,numRos,7,1,2024-06-12
7-4-12,232,numRos,8,1,2024-06-19
7-4-12,232,numStem,1,1,2024-05-01
7-4-12,232,numStem,2,NA,2024-05-08
7-4-12,232,numStem,3,1,2024-05-15
7-4-12,232,numStem,4,1,2024-05-22
7-4-12,232,numStem,5,1,2024-05-29
7-4-12,232,numStem,6,1,2024-06-05
7-4-12,232,numStem,7,1,2024-06-12
7-4-12,232,numStem,8,1,2024-06-19
7-4-12,232,stemLength,1,1.8,2024-05-01
7-4-12,232,stemLength,2,NA,2024-05-08
7-4-12,232,stemLength,3,17.5,2024-05-15
7-4-12,232,stemLength,4,33.5,2024-05-22
7-4-12,232,stemLength,5,43.3,2024-05-29
7-4-12,232,stemLength,6,43.9,2024-06-05
7-4-12,232,stemLength,7,48.5,2024-06-12
7-4-12,232,stemLength,8,48.5,2024-06-19
8-1-4,233,leafLong,1,10.1,2024-05-01
8-1-4,233,leafLong,2,NA,2024-05-08
8-1-4,233,leafLong,3,22.3,2024-05-15
8-1-4,233,leafWide,1,1.3,2024-05-01
8-1-4,233,leafWide,2,NA,2024-05-08
8-1-4,233,leafWide,3,1.7,2024-05-15
8-1-4,233,numDiscF,3,0,2024-05-15
8-1-4,233,numDiscF,4,NA,2024-05-22
8-1-4,233,numDiscF,5,NA,2024-05-29
8-1-4,233,numDiscF,6,NA,2024-06-05
8-1-4,233,numDiscF,7,NA,2024-06-12
8-1-4,233,numDiscF,8,NA,2024-06-19
8-1-4,233,numFlwrB,1,NA,2024-05-01
8-1-4,233,numFlwrB,2,NA,2024-05-08
8-1-4,233,numFlwrB,3,0,2024-05-15
8-1-4,233,numFlwrB,4,NA,2024-05-22
8-1-4,233,numFlwrB,5,NA,2024-05-29
8-1-4,233,numFlwrB,6,NA,2024-06-05
8-1-4,233,numFlwrB,7,NA,2024-06-12
8-1-4,233,numFlwrB,8,NA,2024-06-19
8-1-4,233,numLSt,4,0,2024-05-22
8-1-4,233,numLSt,5,0,2024-05-29
8-1-4,233,numLSt,6,NA,2024-06-05
8-1-4,233,numLSt,7,NA,2024-06-12
8-1-4,233,numLSt,8,NA,2024-06-19
8-1-4,233,numLvs,1,13,2024-05-01
8-1-4,233,numLvs,2,NA,2024-05-08
8-1-4,233,numLvs,3,18,2024-05-15
8-1-4,233,numRayF,3,0,2024-05-15
8-1-4,233,numRayF,4,NA,2024-05-22
8-1-4,233,numRayF,5,NA,2024-05-29
8-1-4,233,numRayF,6,NA,2024-06-05
8-1-4,233,numRayF,7,NA,2024-06-12
8-1-4,233,numRayF,8,NA,2024-06-19
8-1-4,233,numRos,1,1,2024-05-01
8-1-4,233,numRos,2,NA,2024-05-08
8-1-4,233,numRos,3,0,2024-05-15
8-1-4,233,numRos,4,1,2024-05-22
8-1-4,233,numRos,5,1,2024-05-29
8-1-4,233,numRos,6,1,2024-06-05
8-1-4,233,numRos,7,1,2024-06-12
8-1-4,233,numRos,8,1,2024-06-19
8-1-4,233,numStem,1,0,2024-05-01
8-1-4,233,numStem,2,NA,2024-05-08
8-1-4,233,numStem,3,1,2024-05-15
8-1-4,233,numStem,4,0,2024-05-22
8-1-4,233,numStem,5,0,2024-05-29
8-1-4,233,numStem,6,0,2024-06-05
8-1-4,233,numStem,7,0,2024-06-12
8-1-4,233,numStem,8,0,2024-06-19
8-1-4,233,stemLength,1,NA,2024-05-01
8-1-4,233,stemLength,2,NA,2024-05-08
8-1-4,233,stemLength,3,1,2024-05-15
8-1-4,233,stemLength,4,NA,2024-05-22
8-1-4,233,stemLength,5,NA,2024-05-29
8-1-4,233,stemLength,6,NA,2024-06-05
8-1-4,233,stemLength,7,NA,2024-06-12
8-1-4,233,stemLength,8,NA,2024-06-19
4-5-12,234,leafLong,1,10,2024-05-01
4-5-12,234,leafLong,2,NA,2024-05-08
4-5-12,234,leafLong,3,18,2024-05-15
4-5-12,234,leafWide,1,1.9,2024-05-01
4-5-12,234,leafWide,2,NA,2024-05-08
4-5-12,234,leafWide,3,1.9,2024-05-15
4-5-12,234,numDiscF,3,NA,2024-05-15
4-5-12,234,numDiscF,4,NA,2024-05-22
4-5-12,234,numDiscF,5,NA,2024-05-29
4-5-12,234,numDiscF,6,NA,2024-06-05
4-5-12,234,numDiscF,7,NA,2024-06-12
4-5-12,234,numDiscF,8,NA,2024-06-19
4-5-12,234,numFlwrB,1,NA,2024-05-01
4-5-12,234,numFlwrB,2,NA,2024-05-08
4-5-12,234,numFlwrB,3,NA,2024-05-15
4-5-12,234,numFlwrB,4,NA,2024-05-22
4-5-12,234,numFlwrB,5,NA,2024-05-29
4-5-12,234,numFlwrB,6,NA,2024-06-05
4-5-12,234,numFlwrB,7,NA,2024-06-12
4-5-12,234,numFlwrB,8,NA,2024-06-19
4-5-12,234,numLSt,4,0,2024-05-22
4-5-12,234,numLSt,5,0,2024-05-29
4-5-12,234,numLSt,6,NA,2024-06-05
4-5-12,234,numLSt,7,NA,2024-06-12
4-5-12,234,numLSt,8,NA,2024-06-19
4-5-12,234,numLvs,1,10,2024-05-01
4-5-12,234,numLvs,2,NA,2024-05-08
4-5-12,234,numLvs,3,16,2024-05-15
4-5-12,234,numRayF,3,NA,2024-05-15
4-5-12,234,numRayF,4,NA,2024-05-22
4-5-12,234,numRayF,5,NA,2024-05-29
4-5-12,234,numRayF,6,NA,2024-06-05
4-5-12,234,numRayF,7,NA,2024-06-12
4-5-12,234,numRayF,8,NA,2024-06-19
4-5-12,234,numRos,1,1,2024-05-01
4-5-12,234,numRos,2,NA,2024-05-08
4-5-12,234,numRos,3,1,2024-05-15
4-5-12,234,numRos,4,1,2024-05-22
4-5-12,234,numRos,5,1,2024-05-29
4-5-12,234,numRos,6,1,2024-06-05
4-5-12,234,numRos,7,1,2024-06-12
4-5-12,234,numRos,8,1,2024-06-19
4-5-12,234,numStem,1,0,2024-05-01
4-5-12,234,numStem,2,NA,2024-05-08
4-5-12,234,numStem,3,0,2024-05-15
4-5-12,234,numStem,4,0,2024-05-22
4-5-12,234,numStem,5,0,2024-05-29
4-5-12,234,numStem,6,0,2024-06-05
4-5-12,234,numStem,7,0,2024-06-12
4-5-12,234,numStem,8,0,2024-06-19
4-5-12,234,stemLength,1,NA,2024-05-01
4-5-12,234,stemLength,2,NA,2024-05-08
4-5-12,234,stemLength,3,NA,2024-05-15
4-5-12,234,stemLength,4,NA,2024-05-22
4-5-12,234,stemLength,5,NA,2024-05-29
4-5-12,234,stemLength,6,NA,2024-06-05
4-5-12,234,stemLength,7,NA,2024-06-12
4-5-12,234,stemLength,8,NA,2024-06-19
3-1-3,235,leafLong,1,7,2024-05-01
3-1-3,235,leafLong,2,NA,2024-05-08
3-1-3,235,leafLong,3,18.7,2024-05-15
3-1-3,235,leafWide,1,1.2,2024-05-01
3-1-3,235,leafWide,2,NA,2024-05-08
3-1-3,235,leafWide,3,1.8,2024-05-15
3-1-3,235,numDiscF,3,NA,2024-05-15
3-1-3,235,numDiscF,4,NA,2024-05-22
3-1-3,235,numDiscF,5,NA,2024-05-29
3-1-3,235,numDiscF,6,NA,2024-06-05
3-1-3,235,numDiscF,7,NA,2024-06-12
3-1-3,235,numDiscF,8,NA,2024-06-19
3-1-3,235,numFlwrB,1,NA,2024-05-01
3-1-3,235,numFlwrB,2,NA,2024-05-08
3-1-3,235,numFlwrB,3,NA,2024-05-15
3-1-3,235,numFlwrB,4,NA,2024-05-22
3-1-3,235,numFlwrB,5,NA,2024-05-29
3-1-3,235,numFlwrB,6,NA,2024-06-05
3-1-3,235,numFlwrB,7,NA,2024-06-12
3-1-3,235,numFlwrB,8,NA,2024-06-19
3-1-3,235,numLSt,4,0,2024-05-22
3-1-3,235,numLSt,5,0,2024-05-29
3-1-3,235,numLSt,6,NA,2024-06-05
3-1-3,235,numLSt,7,NA,2024-06-12
3-1-3,235,numLSt,8,NA,2024-06-19
3-1-3,235,numLvs,1,8,2024-05-01
3-1-3,235,numLvs,2,NA,2024-05-08
3-1-3,235,numLvs,3,11,2024-05-15
3-1-3,235,numRayF,3,NA,2024-05-15
3-1-3,235,numRayF,4,NA,2024-05-22
3-1-3,235,numRayF,5,NA,2024-05-29
3-1-3,235,numRayF,6,NA,2024-06-05
3-1-3,235,numRayF,7,NA,2024-06-12
3-1-3,235,numRayF,8,NA,2024-06-19
3-1-3,235,numRos,1,1,2024-05-01
3-1-3,235,numRos,2,NA,2024-05-08
3-1-3,235,numRos,3,1,2024-05-15
3-1-3,235,numRos,4,1,2024-05-22
3-1-3,235,numRos,5,1,2024-05-29
3-1-3,235,numRos,6,1,2024-06-05
3-1-3,235,numRos,7,1,2024-06-12
3-1-3,235,numRos,8,1,2024-06-19
3-1-3,235,numStem,1,0,2024-05-01
3-1-3,235,numStem,2,NA,2024-05-08
3-1-3,235,numStem,3,0,2024-05-15
3-1-3,235,numStem,4,0,2024-05-22
3-1-3,235,numStem,5,0,2024-05-29
3-1-3,235,numStem,6,0,2024-06-05
3-1-3,235,numStem,7,0,2024-06-12
3-1-3,235,numStem,8,0,2024-06-19
3-1-3,235,stemLength,1,NA,2024-05-01
3-1-3,235,stemLength,2,NA,2024-05-08
3-1-3,235,stemLength,3,NA,2024-05-15
3-1-3,235,stemLength,4,NA,2024-05-22
3-1-3,235,stemLength,5,NA,2024-05-29
3-1-3,235,stemLength,6,NA,2024-06-05
3-1-3,235,stemLength,7,NA,2024-06-12
3-1-3,235,stemLength,8,NA,2024-06-19
2-5-3,236,leafLong,1,13.3,2024-05-01
2-5-3,236,leafLong,2,NA,2024-05-08
2-5-3,236,leafLong,3,24.7,2024-05-15
2-5-3,236,leafWide,1,1.7,2024-05-01
2-5-3,236,leafWide,2,NA,2024-05-08
2-5-3,236,leafWide,3,1.7,2024-05-15
2-5-3,236,numDiscF,3,0,2024-05-15
2-5-3,236,numDiscF,4,0,2024-05-22
2-5-3,236,numDiscF,5,0,2024-05-29
2-5-3,236,numDiscF,6,0,2024-06-05
2-5-3,236,numDiscF,7,0,2024-06-12
2-5-3,236,numDiscF,8,0,2024-06-19
2-5-3,236,numFlwrB,1,NA,2024-05-01
2-5-3,236,numFlwrB,2,NA,2024-05-08
2-5-3,236,numFlwrB,3,0,2024-05-15
2-5-3,236,numFlwrB,4,0,2024-05-22
2-5-3,236,numFlwrB,5,0,2024-05-29
2-5-3,236,numFlwrB,6,0,2024-06-05
2-5-3,236,numFlwrB,7,0,2024-06-12
2-5-3,236,numFlwrB,8,0,2024-06-19
2-5-3,236,numLSt,4,0,2024-05-22
2-5-3,236,numLSt,5,0,2024-05-29
2-5-3,236,numLSt,6,0,2024-06-05
2-5-3,236,numLSt,7,0,2024-06-12
2-5-3,236,numLSt,8,0,2024-06-19
2-5-3,236,numLvs,1,10,2024-05-01
2-5-3,236,numLvs,2,NA,2024-05-08
2-5-3,236,numLvs,3,23,2024-05-15
2-5-3,236,numRayF,3,0,2024-05-15
2-5-3,236,numRayF,4,0,2024-05-22
2-5-3,236,numRayF,5,0,2024-05-29
2-5-3,236,numRayF,6,0,2024-06-05
2-5-3,236,numRayF,7,0,2024-06-12
2-5-3,236,numRayF,8,0,2024-06-19
2-5-3,236,numRos,1,1,2024-05-01
2-5-3,236,numRos,2,NA,2024-05-08
2-5-3,236,numRos,3,3,2024-05-15
2-5-3,236,numRos,4,0,2024-05-22
2-5-3,236,numRos,5,0,2024-05-29
2-5-3,236,numRos,6,0,2024-06-05
2-5-3,236,numRos,7,0,2024-06-12
2-5-3,236,numRos,8,0,2024-06-19
2-5-3,236,numStem,1,0,2024-05-01
2-5-3,236,numStem,2,NA,2024-05-08
2-5-3,236,numStem,3,1,2024-05-15
2-5-3,236,numStem,4,1,2024-05-22
2-5-3,236,numStem,5,1,2024-05-29
2-5-3,236,numStem,6,1,2024-06-05
2-5-3,236,numStem,7,1,2024-06-12
2-5-3,236,numStem,8,1,2024-06-19
2-5-3,236,stemLength,1,NA,2024-05-01
2-5-3,236,stemLength,2,NA,2024-05-08
2-5-3,236,stemLength,3,1.8,2024-05-15
2-5-3,236,stemLength,4,6.6,2024-05-22
2-5-3,236,stemLength,5,18.2,2024-05-29
2-5-3,236,stemLength,6,32.6,2024-06-05
2-5-3,236,stemLength,7,50,2024-06-12
2-5-3,236,stemLength,8,65.3,2024-06-19
4-6-1,237,leafLong,1,14.5,2024-05-01
4-6-1,237,leafLong,2,NA,2024-05-08
4-6-1,237,leafLong,3,27.8,2024-05-15
4-6-1,237,leafWide,1,1.6,2024-05-01
4-6-1,237,leafWide,2,NA,2024-05-08
4-6-1,237,leafWide,3,2.5,2024-05-15
4-6-1,237,numDiscF,3,0,2024-05-15
4-6-1,237,numDiscF,4,0,2024-05-22
4-6-1,237,numDiscF,5,0,2024-05-29
4-6-1,237,numDiscF,6,0,2024-06-05
4-6-1,237,numDiscF,7,0,2024-06-12
4-6-1,237,numDiscF,8,0,2024-06-19
4-6-1,237,numFlwrB,1,NA,2024-05-01
4-6-1,237,numFlwrB,2,NA,2024-05-08
4-6-1,237,numFlwrB,3,0,2024-05-15
4-6-1,237,numFlwrB,4,0,2024-05-22
4-6-1,237,numFlwrB,5,0,2024-05-29
4-6-1,237,numFlwrB,6,0,2024-06-05
4-6-1,237,numFlwrB,7,0,2024-06-12
4-6-1,237,numFlwrB,8,0,2024-06-19
4-6-1,237,numLSt,4,0,2024-05-22
4-6-1,237,numLSt,5,0,2024-05-29
4-6-1,237,numLSt,6,0,2024-06-05
4-6-1,237,numLSt,7,0,2024-06-12
4-6-1,237,numLSt,8,0,2024-06-19
4-6-1,237,numLvs,1,11,2024-05-01
4-6-1,237,numLvs,2,NA,2024-05-08
4-6-1,237,numLvs,3,15,2024-05-15
4-6-1,237,numRayF,3,0,2024-05-15
4-6-1,237,numRayF,4,0,2024-05-22
4-6-1,237,numRayF,5,0,2024-05-29
4-6-1,237,numRayF,6,0,2024-06-05
4-6-1,237,numRayF,7,0,2024-06-12
4-6-1,237,numRayF,8,0,2024-06-19
4-6-1,237,numRos,1,1,2024-05-01
4-6-1,237,numRos,2,NA,2024-05-08
4-6-1,237,numRos,3,0,2024-05-15
4-6-1,237,numRos,4,0,2024-05-22
4-6-1,237,numRos,5,0,2024-05-29
4-6-1,237,numRos,6,0,2024-06-05
4-6-1,237,numRos,7,0,2024-06-12
4-6-1,237,numRos,8,0,2024-06-19
4-6-1,237,numStem,1,0,2024-05-01
4-6-1,237,numStem,2,NA,2024-05-08
4-6-1,237,numStem,3,1,2024-05-15
4-6-1,237,numStem,4,1,2024-05-22
4-6-1,237,numStem,5,1,2024-05-29
4-6-1,237,numStem,6,1,2024-06-05
4-6-1,237,numStem,7,1,2024-06-12
4-6-1,237,numStem,8,1,2024-06-19
4-6-1,237,stemLength,1,NA,2024-05-01
4-6-1,237,stemLength,2,NA,2024-05-08
4-6-1,237,stemLength,3,2.6,2024-05-15
4-6-1,237,stemLength,4,8.6,2024-05-22
4-6-1,237,stemLength,5,19.5,2024-05-29
4-6-1,237,stemLength,6,29.4,2024-06-05
4-6-1,237,stemLength,7,46.9,2024-06-12
4-6-1,237,stemLength,8,56,2024-06-19
1-4-10,238,leafLong,1,7.8,2024-05-01
1-4-10,238,leafLong,2,NA,2024-05-08
1-4-10,238,leafLong,3,21,2024-05-15
1-4-10,238,leafWide,1,1.4,2024-05-01
1-4-10,238,leafWide,2,NA,2024-05-08
1-4-10,238,leafWide,3,1.8,2024-05-15
1-4-10,238,numDiscF,3,NA,2024-05-15
1-4-10,238,numDiscF,4,NA,2024-05-22
1-4-10,238,numDiscF,5,NA,2024-05-29
1-4-10,238,numDiscF,6,NA,2024-06-05
1-4-10,238,numDiscF,7,NA,2024-06-12
1-4-10,238,numDiscF,8,NA,2024-06-19
1-4-10,238,numFlwrB,1,NA,2024-05-01
1-4-10,238,numFlwrB,2,NA,2024-05-08
1-4-10,238,numFlwrB,3,NA,2024-05-15
1-4-10,238,numFlwrB,4,NA,2024-05-22
1-4-10,238,numFlwrB,5,NA,2024-05-29
1-4-10,238,numFlwrB,6,NA,2024-06-05
1-4-10,238,numFlwrB,7,NA,2024-06-12
1-4-10,238,numFlwrB,8,NA,2024-06-19
1-4-10,238,numLSt,4,0,2024-05-22
1-4-10,238,numLSt,5,0,2024-05-29
1-4-10,238,numLSt,6,NA,2024-06-05
1-4-10,238,numLSt,7,NA,2024-06-12
1-4-10,238,numLSt,8,NA,2024-06-19
1-4-10,238,numLvs,1,8,2024-05-01
1-4-10,238,numLvs,2,NA,2024-05-08
1-4-10,238,numLvs,3,13,2024-05-15
1-4-10,238,numRayF,3,NA,2024-05-15
1-4-10,238,numRayF,4,NA,2024-05-22
1-4-10,238,numRayF,5,NA,2024-05-29
1-4-10,238,numRayF,6,NA,2024-06-05
1-4-10,238,numRayF,7,NA,2024-06-12
1-4-10,238,numRayF,8,NA,2024-06-19
1-4-10,238,numRos,1,1,2024-05-01
1-4-10,238,numRos,2,NA,2024-05-08
1-4-10,238,numRos,3,1,2024-05-15
1-4-10,238,numRos,4,1,2024-05-22
1-4-10,238,numRos,5,1,2024-05-29
1-4-10,238,numRos,6,1,2024-06-05
1-4-10,238,numRos,7,1,2024-06-12
1-4-10,238,numRos,8,1,2024-06-19
1-4-10,238,numStem,1,0,2024-05-01
1-4-10,238,numStem,2,NA,2024-05-08
1-4-10,238,numStem,3,0,2024-05-15
